,hex9,value,color
99,8919694038fffff,41490835,[252, 142, 99]
100,8919694c14fffff,31806538,[254, 170, 116]
101,89196963057ffff,4273233,[252, 140, 99]
102,89196baa26bffff,32710398,[254, 166, 113]
103,89196b84d0fffff,51964243,[247, 113, 91]
104,89196baeb43ffff,5699062,[242, 99, 92]
105,89196ba36c7ffff,50421445,[248, 117, 92]
106,891969485cfffff,55642036,[243, 103, 91]
107,89196bb2a3bffff,48298823,[249, 123, 93]
108,89196ba4ad7ffff,53538936,[245, 108, 91]
109,89196b960b7ffff,4671377,[250, 128, 94]
110,89196bb532fffff,32178994,[254, 168, 115]
111,89196948d17ffff,3633733,[253, 157, 107]
112,89196969d7bffff,33476018,[253, 164, 112]
113,89196978ba3ffff,37150994,[253, 155, 106]
114,89196b84db7ffff,27436626,[254, 181, 124]
115,89196bb6827ffff,320386,[254, 168, 115]
116,89196b85a17ffff,28476052,[254, 179, 123]
117,8919694f293ffff,30023535,[254, 174, 118]
118,89196bb0567ffff,30433406,[254, 174, 118]
119,89196bb021bffff,33754656,[253, 164, 112]
120,89196941b5bffff,34339878,[253, 162, 111]
121,89196ba636fffff,25568066,[254, 187, 128]
122,89196bb5343ffff,26667263,[254, 183, 125]
123,89196949b63ffff,2992163,[254, 175, 120]
124,89196b0649bffff,28470168,[254, 179, 123]
125,89196bb63a7ffff,3021062,[254, 174, 118]
126,89196ba1483ffff,23179087,[254, 194, 134]
127,89196963537ffff,24744824,[254, 188, 130]
128,89196bb048bffff,32012224,[254, 168, 115]
129,89196bb81a7ffff,32921704,[254, 166, 113]
130,89196ba6a63ffff,2736122,[254, 181, 124]
131,89196ba5e0bffff,3327121,[254, 166, 113]
132,89196ba16d7ffff,26684268,[254, 183, 125]
133,89196940b8fffff,16728734,[253, 210, 149]
134,89196978ccfffff,18405057,[253, 207, 146]
135,8919695b3d7ffff,21293025,[254, 198, 137]
136,89196b96407ffff,21881057,[254, 198, 137]
137,89196942b63ffff,12219573,[253, 223, 161]
138,89196948453ffff,13750038,[253, 220, 157]
139,89196ba2d9bffff,17031028,[253, 210, 149]
140,89196bb13afffff,2562827,[254, 187, 128]
141,89196bb305bffff,26499097,[254, 185, 127]
142,89196ba094fffff,21678123,[254, 198, 137]
143,8919696310fffff,2543299,[254, 187, 128]
144,89196ba2033ffff,2351738,[254, 192, 133]
145,89196bb732fffff,2597867,[254, 185, 127]
146,89196945b4fffff,25819104,[254, 187, 128]
147,89196b1633bffff,3214096,[254, 168, 115]
148,8919694a4d3ffff,30827695,[254, 172, 117]
149,8919694d5c3ffff,24966106,[254, 188, 130]
150,89196b162a3ffff,21848345,[254, 198, 137]
151,89196b96bc3ffff,2983784,[254, 175, 120]
152,89196bbb26fffff,31382478,[254, 170, 116]
153,89196b16c33ffff,30490916,[254, 174, 118]
154,89196bb625bffff,3517347,[253, 161, 110]
155,89196badda3ffff,26683496,[254, 183, 125]
156,89196b86a83ffff,25281545,[254, 187, 128]
157,89196bb5a73ffff,24375842,[254, 190, 131]
158,891969493abffff,3037517,[254, 174, 118]
159,89196bb236bffff,28746978,[254, 177, 121]
160,89196b16837ffff,21778752,[254, 198, 137]
161,89196b16a2bffff,21285752,[254, 198, 137]
162,89196959a8bffff,26411775,[254, 185, 127]
163,89196ba1203ffff,21337722,[254, 198, 137]
164,8919697996bffff,18354022,[253, 207, 146]
165,89196ba9cb3ffff,25993909,[254, 185, 127]
166,8919696101bffff,22862263,[254, 194, 134]
167,89196ba4313ffff,19888999,[254, 201, 141]
168,89196bad827ffff,1604886,[253, 212, 151]
169,89196bade2fffff,23570024,[254, 192, 133]
170,89196ba853bffff,36284844,[253, 157, 107]
171,89196ba35dbffff,34988044,[253, 161, 110]
172,89196b8406bffff,39979968,[252, 147, 102]
173,89196943213ffff,33451963,[253, 164, 112]
174,89196bb9c23ffff,31925938,[254, 170, 116]
175,89196bac8a7ffff,33511362,[253, 164, 112]
176,89196ba91d7ffff,31605168,[254, 170, 116]
177,89196badd4fffff,26333013,[254, 185, 127]
178,89196ba15cbffff,40066047,[252, 146, 101]
179,89196ba4073ffff,4408537,[251, 134, 96]
180,89196ba5d1bffff,4151637,[252, 142, 99]
181,8919696b647ffff,4479465,[251, 132, 96]
182,89196bae107ffff,35453013,[253, 159, 108]
183,89196ba5e93ffff,39082893,[253, 149, 103]
184,89196b143b7ffff,36700293,[253, 155, 106]
185,89196b14a07ffff,34140732,[253, 162, 111]
186,891969480dbffff,34926382,[253, 161, 110]
187,89196baa203ffff,38039001,[253, 151, 104]
188,8919694cd8bffff,3880507,[253, 149, 103]
189,89196968677ffff,29907754,[254, 175, 120]
190,89196ba6abbffff,30231406,[254, 174, 118]
191,89196b84aa7ffff,34216143,[253, 162, 111]
192,89196b94e4fffff,4377794,[251, 136, 97]
193,89196baf45bffff,4471209,[251, 134, 96]
194,8919695b2a3ffff,39680005,[252, 147, 102]
195,89196ba232bffff,40989834,[252, 144, 100]
196,89196ba2247ffff,20479272,[254, 201, 141]
197,89196960103ffff,17431646,[253, 209, 147]
198,89196b845bbffff,18429542,[253, 207, 146]
199,89196ba684bffff,14884208,[253, 216, 154]
200,89196979087ffff,3025628,[254, 174, 118]
201,89196ba0c03ffff,3502023,[253, 161, 110]
202,89196b32a9bffff,31098213,[254, 172, 117]
203,8919694e57bffff,34476355,[253, 162, 111]
204,89196bab0abffff,26426035,[254, 185, 127]
205,891fa492423ffff,3125187,[254, 172, 117]
206,89196bb91d7ffff,27049958,[254, 183, 125]
207,89196ba8003ffff,20963682,[254, 199, 139]
208,891969408cbffff,21627134,[254, 198, 137]
209,8919696158fffff,25587126,[254, 187, 128]
210,89196bb0e0fffff,2553887,[254, 187, 128]
211,89196ba0973ffff,16731117,[253, 210, 149]
212,89196ba930bffff,16938129,[253, 210, 149]
213,89196ba0067ffff,218673,[254, 198, 137]
214,89196bb9b53ffff,60228594,[238, 91, 94]
215,89196bb4267ffff,5681713,[243, 101, 92]
216,89196ba662bffff,60497764,[238, 91, 94]
217,89196ba8b47ffff,56900083,[242, 99, 92]
218,8919697905bffff,66996665,[226, 77, 101]
219,89196ba2423ffff,6519887,[230, 81, 98]
220,89196b85957ffff,63041445,[234, 85, 96]
221,89196b8699bffff,6308114,[234, 85, 96]
222,8919694532bffff,6750174,[226, 77, 101]
223,8919694f20fffff,640607,[232, 84, 97]
224,8919696949bffff,6431969,[231, 82, 98]
225,8919694127bffff,52743125,[246, 112, 91]
226,89196ba132fffff,5403318,[245, 108, 91]
227,8919694cb47ffff,58345063,[240, 96, 93]
228,89196baad13ffff,5011387,[248, 119, 92]
229,89196b9644bffff,53825073,[245, 108, 91]
230,89196bb46afffff,5515752,[244, 104, 91]
231,89196bb49d3ffff,58576377,[240, 96, 93]
232,891969496afffff,49996875,[248, 119, 92]
233,89196b05a1bffff,56682095,[243, 101, 92]
234,89196ba0097ffff,56171187,[243, 103, 91]
235,8919694f697ffff,6102818,[237, 89, 95]
236,8919694ac0fffff,6042829,[238, 91, 94]
237,89196942817ffff,52963022,[246, 110, 91]
238,89196b841abffff,5205557,[247, 113, 91]
239,89196978c17ffff,5774689,[241, 97, 92]
240,8919694c3abffff,60524146,[238, 91, 94]
241,89196b16973ffff,61258003,[237, 89, 95]
242,89196ba16a7ffff,59058896,[239, 94, 93]
243,89196b32163ffff,60310176,[238, 91, 94]
244,89196baa50fffff,56107417,[243, 103, 91]
245,891969634b3ffff,5676578,[243, 101, 92]
246,89196b84d1bffff,6004861,[238, 93, 93]
247,89196b85567ffff,59506196,[239, 94, 93]
248,89196b8427bffff,58686797,[240, 96, 93]
249,8919696b407ffff,56422427,[243, 101, 92]
250,89196b332d3ffff,5507589,[244, 104, 91]
251,89196bb9457ffff,63551997,[234, 85, 96]
252,89196baecafffff,62174253,[236, 88, 95]
253,89196bae98bffff,6119822,[237, 89, 95]
254,8919694a013ffff,5390155,[245, 108, 91]
255,89196bb8bc3ffff,54297837,[245, 106, 91]
256,89196bb21c3ffff,49843384,[248, 119, 92]
257,89196bb1027ffff,50311323,[248, 117, 92]
258,89196978133ffff,58609556,[240, 96, 93]
259,89196ba423bffff,58736426,[240, 96, 93]
260,89196ba706fffff,54056367,[245, 108, 91]
261,8919694c46fffff,4219934,[252, 140, 99]
262,89196ba6c6fffff,51186733,[247, 115, 92]
263,89196bb8553ffff,4888748,[249, 121, 92]
264,89196bb33c7ffff,405053,[252, 146, 101]
265,89196ba8babffff,3894887,[253, 149, 103]
266,89196941417ffff,4762818,[249, 125, 93]
267,89196ba12a3ffff,48307295,[249, 123, 93]
268,89196bb21dbffff,51842183,[247, 113, 91]
269,89196bb65cbffff,5226299,[246, 112, 91]
270,89196ba2c27ffff,43025405,[251, 138, 98]
271,89196ba2b7bffff,4355724,[251, 136, 97]
272,89196ba1d8fffff,47913926,[249, 125, 93]
273,89196ba2943ffff,5637486,[243, 101, 92]
274,8919694968bffff,54590186,[245, 106, 91]
275,89196941177ffff,6127489,[237, 89, 95]
276,89196bb0e73ffff,5907875,[239, 94, 93]
277,89196b3008bffff,5359586,[245, 108, 91]
278,89196baa107ffff,5268315,[246, 112, 91]
279,89196b16927ffff,58221265,[240, 96, 93]
280,89196b326a7ffff,19157535,[253, 205, 144]
281,89196bb5597ffff,1441663,[253, 218, 156]
282,89196bb941bffff,23905176,[254, 192, 133]
283,891fa496597ffff,1950525,[254, 203, 142]
284,89196978c4fffff,20136085,[254, 201, 141]
285,89196969677ffff,1481541,[253, 216, 154]
286,89196bb4bb3ffff,24331746,[254, 190, 131]
287,89196ba6c3bffff,13034244,[253, 221, 159]
288,891969588b7ffff,12690349,[253, 221, 159]
289,89196bb2d17ffff,18146823,[253, 207, 146]
290,89196b32247ffff,16714509,[253, 210, 149]
291,89196b3314bffff,10348213,[252, 229, 166]
292,89196ba4dabffff,8515719,[252, 232, 170]
293,89196bb0a37ffff,15577482,[253, 214, 152]
294,89196ba2517ffff,3364048,[253, 164, 112]
295,891fa49347bffff,28950447,[254, 177, 121]
296,8919697b243ffff,38349316,[253, 151, 104]
297,89196bbabd7ffff,33916897,[253, 164, 112]
298,89196961007ffff,33797305,[253, 164, 112]
299,89196ba332fffff,28565884,[254, 179, 123]
300,891969614c7ffff,37852886,[253, 153, 105]
301,89196bbb067ffff,26228088,[254, 185, 127]
302,89196bb827bffff,2333384,[254, 192, 133]
303,89196941683ffff,30788245,[254, 172, 117]
304,89196ba1ec3ffff,2875712,[254, 177, 121]
305,89196bac827ffff,24671328,[254, 188, 130]
306,89196bb7253ffff,21287964,[254, 198, 137]
307,89196b061b3ffff,29842695,[254, 175, 120]
308,89196bb9a7bffff,20309113,[254, 201, 141]
309,89196b8c933ffff,14742589,[253, 216, 154]
310,89196bbaa93ffff,2220503,[254, 196, 136]
311,8919695b267ffff,16551172,[253, 210, 149]
312,89196baa223ffff,22874915,[254, 194, 134]
313,8919694d123ffff,18950549,[253, 205, 144]
314,89196bad623ffff,24870444,[254, 188, 130]
315,8919694db37ffff,597758,[252, 240, 177]
316,89196b16847ffff,22715608,[251, 250, 189]
317,89196948e6fffff,95022864,[252, 230, 168]
318,8919696160fffff,5577581,[252, 241, 179]
319,89196bb8d83ffff,11021842,[252, 227, 165]
320,89196ba4e9bffff,5786162,[252, 240, 177]
321,89196bb0177ffff,11202644,[253, 225, 163]
322,8919694da5bffff,30781953,[254, 172, 117]
323,8919694ab0fffff,25489797,[254, 187, 128]
324,89196bacc07ffff,34812874,[253, 161, 110]
325,8919696a5a7ffff,29656526,[254, 175, 120]
326,89196b04563ffff,26709949,[254, 183, 125]
327,89196ba752fffff,36731873,[253, 155, 106]
328,89196941633ffff,8722423,[252, 232, 170]
329,89196bb66d7ffff,1542552,[253, 214, 152]
330,89196bb2c33ffff,10437288,[252, 229, 166]
331,89196940a47ffff,19679708,[254, 203, 142]
332,8919696a6b7ffff,15007722,[253, 216, 154]
333,89196941053ffff,14225535,[253, 218, 156]
334,8919696311bffff,12467175,[253, 223, 161]
335,89196959477ffff,16948428,[253, 210, 149]
336,89196b94dabffff,13477198,[253, 220, 157]
337,8919697a9a7ffff,13199626,[253, 220, 157]
338,89196b14507ffff,82065875,[252, 234, 172]
339,89196b14427ffff,11462789,[253, 225, 163]
340,89196bb1013ffff,18833779,[253, 205, 144]
341,89196978507ffff,18646648,[253, 205, 144]
342,89196ba658bffff,15849608,[253, 212, 151]
343,89196ba4b87ffff,15405188,[253, 214, 152]
344,89196bad963ffff,19657616,[254, 203, 142]
345,89196bb1817ffff,22928838,[254, 194, 134]
346,89196b85babffff,14945332,[253, 216, 154]
347,89196badd63ffff,1741288,[253, 209, 147]
348,89196941983ffff,19808353,[254, 203, 142]
349,89196bb19a7ffff,19773512,[254, 203, 142]
350,89196b04123ffff,2165984,[254, 198, 137]
351,89196ba065bffff,15039331,[253, 216, 154]
352,89196bb1c6fffff,10444697,[252, 229, 166]
353,89196b1639bffff,13343428,[253, 220, 157]
354,89196bb6597ffff,10301097,[252, 229, 166]
355,8919694adabffff,12632599,[253, 221, 159]
356,89196bb130bffff,61864496,[252, 240, 177]
357,89196ba5453ffff,1141494,[253, 225, 163]
358,89196ba0dc3ffff,5517511,[244, 104, 91]
359,89196b9695bffff,5238477,[246, 112, 91]
360,89196bae02fffff,5807915,[241, 97, 92]
361,89196bab50fffff,5364578,[245, 108, 91]
362,891969400cbffff,5107178,[247, 115, 92]
363,89196bbb66bffff,59024175,[239, 94, 93]
364,8919696340bffff,6365995,[232, 84, 97]
365,89196b32ed3ffff,43293564,[251, 138, 98]
366,89196b86dcfffff,52617417,[246, 112, 91]
367,89196ba4b87ffff,49040864,[249, 121, 92]
368,89196ba6c67ffff,40265754,[252, 146, 101]
369,8919697b39bffff,40024277,[252, 147, 102]
370,89196b94d37ffff,374339,[253, 153, 105]
371,89196bb084bffff,41225537,[252, 144, 100]
372,89196ba8523ffff,39392104,[252, 147, 102]
373,89196979b8fffff,3517227,[253, 161, 110]
374,89196b14c63ffff,4350111,[251, 136, 97]
375,89196bacadbffff,57983745,[241, 97, 92]
376,8919694aa03ffff,62296826,[235, 86, 96]
377,8919694d80bffff,47711562,[249, 125, 93]
378,89196bb5553ffff,4806435,[249, 125, 93]
379,89196ba85a3ffff,4979251,[248, 119, 92]
380,89196bad563ffff,44146035,[251, 134, 96]
381,89196bb8417ffff,4898296,[249, 121, 92]
382,8919694816bffff,4339817,[251, 138, 98]
383,89196ba2547ffff,4769745,[249, 125, 93]
384,89196bb9923ffff,39856528,[252, 147, 102]
385,89196bb8d5bffff,44905566,[251, 132, 96]
386,89196b86e33ffff,39138992,[253, 149, 103]
387,89196b142b7ffff,61360757,[237, 89, 95]
388,89196bb2acfffff,6355041,[234, 85, 96]
389,89196b86653ffff,6616422,[229, 80, 99]
390,8919696a267ffff,58669478,[240, 96, 93]
391,89196b94183ffff,60974663,[237, 89, 95]
392,8919696a323ffff,62582085,[235, 86, 96]
393,891969791d7ffff,640405,[232, 84, 97]
394,89196b84ea7ffff,61841025,[236, 88, 95]
395,89196ba54a3ffff,63129478,[234, 85, 96]
396,89196baf357ffff,51683213,[247, 113, 91]
397,8919694de47ffff,53543965,[245, 108, 91]
398,89196bad847ffff,46490254,[250, 128, 94]
399,89196978d03ffff,493417,[249, 121, 92]
400,89196bb1e37ffff,4883975,[249, 121, 92]
401,8919697a367ffff,5439107,[245, 106, 91]
402,8919682cb1bffff,56520454,[243, 101, 92]
403,89196bbb11bffff,5790195,[241, 97, 92]
404,89196bac153ffff,59313115,[239, 94, 93]
405,8919694a48bffff,50436094,[248, 117, 92]
406,8919694cb7bffff,52431616,[246, 112, 91]
407,89196bad04fffff,53085576,[246, 110, 91]
408,8919694f5d7ffff,3558408,[253, 159, 108]
409,8919694f113ffff,3679379,[253, 155, 106]
410,89196ba3477ffff,3017535,[254, 174, 118]
411,891969622dbffff,3622173,[253, 157, 107]
412,89196b9644fffff,39904734,[252, 147, 102]
413,891fa492dd3ffff,3140667,[254, 170, 116]
414,89196b05d33ffff,35500903,[253, 159, 108]
415,89196bac34fffff,38149688,[253, 151, 104]
416,89196bb7443ffff,29999243,[254, 174, 118]
417,89196b32c27ffff,32841196,[254, 166, 113]
418,89196ba5bb7ffff,38038743,[253, 151, 104]
419,89196b0e9b3ffff,40569163,[252, 146, 101]
420,89196ba1253ffff,33142605,[254, 166, 113]
421,89196ba93c7ffff,21147307,[254, 199, 139]
422,89196bb6c37ffff,16428225,[253, 212, 151]
423,89196b875a3ffff,2445582,[254, 190, 131]
424,89196960623ffff,2571602,[254, 187, 128]
425,8919694da8bffff,19999119,[254, 201, 141]
426,89196ba2483ffff,26465735,[254, 185, 127]
427,89196bace13ffff,28386772,[254, 179, 123]
428,89196b14297ffff,4148181,[252, 142, 99]
429,89196bb5b03ffff,4636756,[250, 128, 94]
430,89196b32a03ffff,36830164,[253, 155, 106]
431,89196961217ffff,41201597,[252, 144, 100]
432,89196ba4e73ffff,4110004,[252, 144, 100]
433,89196b16057ffff,45809404,[250, 130, 95]
434,891969606cbffff,36213735,[253, 157, 107]
435,8919697910bffff,4688521,[250, 127, 94]
436,89196ba92d7ffff,49074995,[249, 121, 92]
437,89196945647ffff,41727544,[252, 142, 99]
438,89196ba5ca7ffff,43644053,[251, 136, 97]
439,89196ba6997ffff,4988197,[248, 119, 92]
440,89196b86a07ffff,5124183,[247, 115, 92]
441,8919694cad7ffff,45057764,[251, 132, 96]
442,89196ba8a6bffff,27256992,[254, 183, 125]
443,89196bb2c7bffff,31620579,[254, 170, 116]
444,89196b840d3ffff,22559365,[254, 196, 136]
445,89196b9643bffff,2683999,[254, 183, 125]
446,89196b05b63ffff,2658735,[254, 185, 127]
447,89196ba238fffff,3177463,[254, 170, 116]
448,8919694b30bffff,22282986,[254, 196, 136]
449,89196bb814bffff,5526902,[244, 104, 91]
450,89196b33083ffff,59272217,[239, 94, 93]
451,89196ba6ec7ffff,497749,[248, 119, 92]
452,891969419a3ffff,542118,[245, 106, 91]
453,8919694c18fffff,5633518,[243, 101, 92]
454,89196ba0907ffff,60344644,[238, 91, 94]
455,89196948d2fffff,51039795,[247, 115, 92]
456,8919694d993ffff,63431885,[234, 85, 96]
457,89196baa2a3ffff,5884657,[240, 96, 93]
458,89196bae01bffff,6370368,[232, 84, 97]
459,89196baa0a3ffff,6374038,[232, 84, 97]
460,891969611b3ffff,5908534,[239, 94, 93]
461,89196949a67ffff,40350676,[252, 146, 101]
462,891fa4929a3ffff,4497432,[251, 132, 96]
463,89196bb9477ffff,353216,[253, 161, 110]
464,89196b14e77ffff,39732583,[252, 147, 102]
465,891fa4925abffff,4174962,[252, 142, 99]
466,89196b06333ffff,45647812,[250, 130, 95]
467,891969406afffff,36459507,[253, 157, 107]
468,8919694b37bffff,4910495,[249, 121, 92]
469,89196968173ffff,5403082,[245, 108, 91]
470,89196ba885bffff,4454694,[251, 134, 96]
471,89196ba53cfffff,49479243,[248, 119, 92]
472,89196bb036fffff,4935602,[249, 121, 92]
473,89196b86393ffff,53994614,[245, 108, 91]
474,8919694d0cfffff,4421933,[251, 134, 96]
475,8919694832fffff,6342525,[234, 85, 96]
476,89196ba4617ffff,66224043,[229, 80, 99]
477,891fa49249bffff,57928867,[241, 97, 92]
478,89196b95db7ffff,61614326,[236, 88, 95]
479,89196ba73dbffff,6352374,[234, 85, 96]
480,89196b142cfffff,6013016,[238, 93, 93]
481,89196bada57ffff,69382896,[222, 74, 103]
482,89196bb2887ffff,6458869,[231, 82, 98]
483,89196bb9813ffff,65478804,[230, 81, 98]
484,89196ba2313ffff,49014126,[249, 121, 92]
485,89196ba1117ffff,5264004,[246, 112, 91]
486,89196bb58b7ffff,437495,[251, 136, 97]
487,89196ba5147ffff,47255254,[250, 127, 94]
488,89196b94e57ffff,5167857,[247, 113, 91]
489,89196ba548bffff,54496714,[245, 106, 91]
490,89196bb897bffff,45995386,[250, 130, 95]
491,8919696343bffff,16686432,[253, 210, 149]
492,89196bbaab7ffff,13467849,[253, 220, 157]
493,89196bad4afffff,19214,[254, 203, 142]
494,8919694b433ffff,15873722,[253, 212, 151]
495,89196941087ffff,1396132,[253, 218, 156]
496,89196bb74b7ffff,1592179,[253, 212, 151]
497,89196bb136fffff,4970555,[252, 243, 181]
498,89196badb57ffff,19710582,[251, 250, 189]
499,89196bba923ffff,9161898,[252, 230, 168]
500,891969489d7ffff,5229496,[252, 241, 179]
501,8919695916bffff,83078735,[252, 234, 172]
502,89196940a8bffff,33497983,[251, 247, 185]
503,8919694f1a7ffff,10441978,[252, 229, 166]
504,89196942377ffff,215471,[254, 198, 137]
505,89196949373ffff,21526235,[254, 198, 137]
506,89196bbb66fffff,19446981,[254, 203, 142]
507,891fa492d77ffff,1865521,[253, 205, 144]
508,89196b336d7ffff,18497949,[253, 207, 146]
509,89196b324dbffff,18049974,[253, 207, 146]
510,89196b84843ffff,22670535,[254, 194, 134]
511,89196bb45bbffff,18520186,[253, 207, 146]
512,89196ba744bffff,14256012,[253, 218, 156]
513,89196b32083ffff,16396052,[253, 212, 151]
514,89196bb5da7ffff,18149706,[253, 207, 146]
515,8919697a90fffff,1956942,[254, 203, 142]
516,89196baaaa7ffff,14252954,[253, 218, 156]
517,89196bade6fffff,19582028,[254, 203, 142]
518,89196968503ffff,7570232,[252, 236, 174]
519,89196b06e43ffff,71069867,[252, 236, 174]
520,89196ba247bffff,96479706,[252, 230, 168]
521,89196bb2a67ffff,69360803,[252, 238, 176]
522,89196bad5dbffff,11710076,[253, 225, 163]
523,89196b33477ffff,4542899,[252, 243, 181]
524,89196b16e43ffff,15106943,[253, 216, 154]
525,89196ba0b8bffff,20931252,[254, 199, 139]
526,89196ba4ba3ffff,26308667,[254, 185, 127]
527,89196b8482bffff,17381537,[253, 209, 147]
528,8919694a9cfffff,22756672,[254, 194, 134]
529,89196b84e47ffff,20019999,[254, 201, 141]
530,89196b375d3ffff,25109148,[254, 188, 130]
531,89196baf0dbffff,15520652,[253, 214, 152]
532,89196bad247ffff,33829915,[253, 164, 112]
533,89196bb46bbffff,39043105,[253, 149, 103]
534,891fa493443ffff,3049589,[254, 174, 118]
535,89196baea07ffff,36832202,[253, 155, 106]
536,89196961037ffff,3171506,[254, 170, 116]
537,89196979227ffff,37162996,[253, 155, 106]
538,89196969c63ffff,28313076,[254, 179, 123]
539,8919696a477ffff,97298505,[252, 230, 168]
540,89196bb2dd3ffff,14711917,[253, 216, 154]
541,89196ba9317ffff,10227282,[252, 229, 166]
542,8919694db13ffff,14102896,[253, 218, 156]
543,89196bb063bffff,64070636,[252, 240, 177]
544,89196b37583ffff,11647843,[253, 225, 163]
545,8919696914bffff,5617975,[252, 241, 179]
546,89196941433ffff,2374049,[254, 192, 133]
