,hex7,Value,lat,lng,suitability
0,871f16000ffffff,0.63648766,52.34008345486254,7.038924728207197,63.6
1,871f16001ffffff,0.27783155,52.34404696242309,7.072904076486926,27.8
2,871f16002ffffff,0.80860686,52.32123916714159,7.0248141319064485,80.9
3,871f16003ffffff,0.61533165,52.32520582066624,7.058780166456216,61.5
4,871f16004ffffff,0.8174712,52.35495273158873,7.0190626443558966,81.7
5,871f16005ffffff,0.47798005,52.35892229078058,7.053044529112342,47.8
6,871f16006ffffff,0.82067883,52.33611075111251,7.00495616538372,82.1
7,871f16010ffffff,0.8002843,52.29841045708937,6.9767707958752005,80.0
8,871f16011ffffff,0.8168427,52.302389432984775,7.010712732922336,81.7
9,871f16012ffffff,0.6592592,52.2795521542825,6.962691890765384,65.9
10,871f16013ffffff,0.68581504,52.283534257763975,6.996620523972234,68.6
11,871f16014ffffff,0.85526353,52.31327830086396,6.956914444397746,85.5
12,871f16015ffffff,0.9149931,52.31726332449017,6.99085888498657,91.5
13,871f16016ffffff,0.68031895,52.29442230728434,6.942839667285631,68.0
14,871f1601affffff,0.7029306,52.27261658571664,7.050400532115059,70.3
15,871f1601cffffff,0.7379544,52.30635922681644,7.044665459758052,73.8
16,871f1601effffff,0.6730624,52.287507186245,7.030559949111293,67.3
17,871f16020ffffff,0.80089164,52.38864787031645,7.013305478177763,80.1
18,871f16021ffffff,0.6659248,52.392620332656456,7.047303227207437,66.6
19,871f16022ffffff,0.90856993,52.36981364940995,6.999193916341431,90.9
20,871f16023ffffff,0.81443936,52.37378926055604,7.03317832919733,81.4
21,871f16024ffffff,0.7853822,52.40349811863608,6.993425977496836,78.5
22,871f16025ffffff,0.64416784,52.407476634658245,7.027426254447375,64.4
23,871f16026ffffff,0.87803614,52.384666206898736,6.979318545610315,87.8
24,871f1602affffff,0.29485023,52.36288264672052,7.087037197136236,29.5
25,871f1602effffff,0.4940138,52.37775566953346,7.067173541914564,49.4
26,871f16030ffffff,0.7514257,52.34698603605144,6.951131299664977,75.1
27,871f16031ffffff,0.8639554,52.35097397729255,6.98509156163236,86.4
28,871f16032ffffff,0.7660654,52.328137787654896,6.9370514709963045,76.6
29,871f16033ffffff,0.8167446,52.33212885932275,6.970998406749749,81.7
30,871f16034ffffff,0.8101614,52.36183485325251,6.9312575651926425,81.0
31,871f16035ffffff,0.78136945,52.36582884425242,6.9652203221021685,78.1
32,871f16036ffffff,0.79331964,52.34298891603664,6.917181877134532,79.3
33,871f16080ffffff,0.8870613,52.20805925384696,6.940343443035287,88.7
34,871f16081ffffff,0.73276025,52.21204466433767,6.974229721592424,73.3
35,871f16082ffffff,0.77384114,52.18917695405294,6.926297075191871,77.4
36,871f16083ffffff,0.6582522,52.193165470896346,6.96017008216222,65.8
37,871f16084ffffff,0.8709977,52.22294468722218,6.920510206679634,87.1
38,871f16085ffffff,0.7617781,52.22693613950863,6.954398964575061,76.2
39,871f16086ffffff,0.93939126,52.20406469661177,6.906467964835577,93.9
40,871f1608dffffff,0.72708005,52.219988012484826,7.04203460553211,72.7
41,871f16090ffffff,0.7734134,52.16628849537728,6.878410916863392,77.3
42,871f16091ffffff,0.7821293,52.170289245527336,6.912259853792437,78.2
43,871f16092ffffff,0.75850487,52.14739229556061,6.864396096232748,75.9
44,871f16093ffffff,0.70910496,52.15139613367572,6.8982317715896775,70.9
45,871f16094ffffff,0.8152029,52.18117250949359,6.8585834870083655,81.5
46,871f16095ffffff,0.8833281,52.185179297529714,6.892434870648112,88.3
47,871f16096ffffff,0.7776284,52.1622786207813,6.844572802860927,77.8
48,871f1609cffffff,0.5310273,52.17428086306244,6.946119595202436,53.1
49,871f160a0ffffff,0.861255,52.25669403625941,6.914717639643489,86.1
50,871f160a1ffffff,0.8362004,52.26068842144682,6.948622162378067,83.6
51,871f160a2ffffff,0.8451745,52.23782176957451,6.9006703745573,84.5
52,871f160a3ffffff,0.8748287,52.24181926396445,6.934561603439148,87.5
53,871f160a4ffffff,0.7912995,52.27156045495519,6.894867074654122,79.1
54,871f160a5ffffff,0.7261991,52.27556088395688,6.928774068127736,72.6
55,871f160a6ffffff,0.9034646,52.25269049946377,6.880823948137585,90.3
56,871f160a8ffffff,0.876743,52.24978678644651,7.0023764868727865,87.7
57,871f160a9ffffff,0.8150585,52.25375679822919,7.036300104236463,81.5
58,871f160aaffffff,0.78414,52.2309184379862,6.988298520743978,78.4
59,871f160abffffff,0.83954614,52.23489157450389,7.022208856603219,84.0
60,871f160acffffff,0.75138557,52.26467364685587,6.982537497778522,75.1
61,871f160adffffff,0.7504149,52.26864970432804,7.016463627239888,75.0
62,871f160aeffffff,0.74694073,52.24580760564198,6.968463647068653,74.7
63,871f160b0ffffff,0.9232833,52.2149343538853,6.852765159831532,92.3
64,871f160b2ffffff,0.8983901,52.196048174579,6.838749483503416,89.8
65,871f160b3ffffff,0.8844993,52.20006100079695,6.872603305502546,88.4
66,871f160b4ffffff,0.90867984,52.22979935535833,6.832920435117988,90.9
67,871f160b5ffffff,0.9333084,52.23381513064448,6.866789978953996,93.3
68,871f160b6ffffff,0.91468674,52.2109154891953,6.818908907834759,91.5
69,871f160f6ffffff,0.6940482,52.23885554092245,7.056129953527569,69.4
70,871f16100ffffff,0.46631902,52.443992805237286,6.899750664707902,46.6
71,871f16102ffffff,0.7947175,52.42516469156244,6.885669035446786,79.5
72,871f16103ffffff,0.67726564,52.429173703206,6.919652591692969,67.7
73,871f16106ffffff,0.66497505,52.43997774123985,6.86576463902721,66.5
74,871f16108ffffff,0.6896364,52.43716414961003,6.987652340535572,69.0
75,871f16109ffffff,0.5222507,52.441145567990695,7.021668495660362,52.2
76,871f1610affffff,0.9023287,52.41834000409665,6.97353982860518,90.2
77,871f1610bffffff,0.5849164,52.422324574114974,7.007542625074349,58.5
78,871f1610cffffff,0.45519853,52.45199535973422,6.967755402285772,45.5
79,871f1610dffffff,0.33322853,52.45598283383464,7.001774076731885,33.3
80,871f1610effffff,0.77313447,52.43317352528714,6.953647032960718,77.3
81,871f16110ffffff,0.8153634,52.402309817219226,6.8376373266150265,81.5
82,871f16111ffffff,0.83005255,52.40633113356334,6.871596612165096,83.0
83,871f16112ffffff,0.77153945,52.383467702548224,6.823587462859866,77.2
84,871f16113ffffff,0.91142327,52.3874921365821,6.857533387534242,91.1
85,871f16114ffffff,0.8553283,52.41711913242995,6.817734652664224,85.5
86,871f16115ffffff,0.90228075,52.421146498564,6.851696382894104,90.2
87,871f16116ffffff,0.73099095,52.39827933481783,6.803688965393806,73.1
88,871f16118ffffff,0.71143377,52.39551349483144,6.925457941541303,71.1
89,871f16119ffffff,0.82050085,52.39951040263498,6.959436533616473,82.1
90,871f1611affffff,0.8301727,52.37667530950963,6.911377204800568,83.0
91,871f1611bffffff,0.6682437,52.38067535057025,6.9453424482503205,66.8
92,871f1611cffffff,0.7167971,52.41034327562879,6.9055668034470346,71.7
93,871f1611dffffff,0.77559596,52.41434623520588,6.939547881821151,77.6
94,871f1611effffff,0.88360286,52.39150740341379,6.8914902199638846,88.4
95,871f1612bffffff,0.13048309,52.47081173321092,6.981872997127104,13.0
96,871f16130ffffff,0.71867543,52.45075212757797,6.811876065931986,71.9
97,871f16131ffffff,0.70964587,52.45478242327583,6.845853615682287,71.0
98,871f16132ffffff,0.7897451,52.43192008083288,6.79782536718971,79.0
99,871f16133ffffff,0.8837775,52.43595349702874,6.831789533648182,88.4
100,871f16134ffffff,0.65479875,52.465542388839374,6.791955981257569,65.5
101,871f16136ffffff,0.79131347,52.44671266105389,6.777909471706792,79.1
102,871f16180ffffff,0.7414956,52.312081865845954,6.801372329126669,74.1
103,871f16181ffffff,0.62832135,52.31610957517515,6.835275787294449,62.8
104,871f16182ffffff,0.8182408,52.29321575425358,6.787354988000686,81.8
105,871f16183ffffff,0.7034668,52.29724656006263,6.8212451178967255,70.3
106,871f16184ffffff,0.8218316,52.32690881207622,6.781492953515451,82.2
107,871f16185ffffff,0.747935,52.330942565238686,6.815398832337558,74.8
108,871f16186ffffff,0.90469116,52.30804501762263,6.76747978665923,90.5
109,871f16188ffffff,0.62357074,52.30528074335394,6.889058056806606,62.4
110,871f16189ffffff,0.6054711,52.30928410442671,6.922980828798911,60.5
111,871f1618affffff,0.7938464,52.2864185186209,6.875009909944452,79.4
112,871f1618bffffff,0.62989825,52.29042499173563,6.908919365780537,63.0
113,871f1618cffffff,0.5899949,52.3201281373901,6.869190142683495,59.0
114,871f1618dffffff,0.67009354,52.32413754428229,6.9031153767720745,67.0
115,871f1618effffff,0.7295149,52.30126822583294,6.855146146995232,73.0
116,871f16190ffffff,0.93460655,52.27030121446355,6.739480913501784,93.5
117,871f16191ffffff,0.880958,52.27434423583243,6.773346801661861,88.1
118,871f16192ffffff,0.8729934,52.25142121650564,6.725495192607639,87.3
119,871f16193ffffff,0.9050756,52.255467315958185,6.759347762817632,90.5
120,871f16194ffffff,0.8689704,52.28512675541945,6.719607499562542,86.9
121,871f16195ffffff,0.87103516,52.28917581662794,6.753475775754366,87.1
122,871f16196ffffff,0.91138554,52.26624907659157,6.705625963298941,91.1
123,871f16198ffffff,0.8322354,52.26353215365442,6.827085649366977,83.2
124,871f16199ffffff,0.8689794,52.267550875457225,6.860970928897091,86.9
125,871f1619affffff,0.8997633,52.24465600378706,6.813069132852256,90.0
126,871f1619bffffff,0.9015736,52.24867781924181,6.846941106381037,90.2
127,871f1619cffffff,0.8064964,52.27837813246248,6.807223609406279,80.6
128,871f1619dffffff,0.8785986,52.28240289612952,6.8411113183197,87.9
129,871f1619effffff,0.8380188,52.25950429774984,6.793211254531897,83.8
130,871f161a0ffffff,0.7458548,52.360583461931256,6.775625142673469,74.6
131,871f161a1ffffff,0.7694717,52.36462015989844,6.809546784303819,76.9
132,871f161a2ffffff,0.7674192,52.34172739735751,6.761606992576313,76.7
133,871f161a3ffffff,0.7596574,52.3457671946221,6.795515283627183,76.0
134,871f161a4ffffff,0.86857736,52.37539136577941,6.75572841099381,86.9
135,871f161a5ffffff,0.73492503,52.37943410953564,6.789652464505631,73.5
136,871f161a6ffffff,0.78010577,52.35653762030128,6.741714447829885,78.0
137,871f161a8ffffff,0.78093475,52.35381934646068,6.863364638002691,78.1
138,871f161a9ffffff,0.8827359,52.35783168459107,6.897305664283417,88.3
139,871f161aaffffff,0.71805614,52.3349671724297,6.849315624895927,71.8
