,hex8,Value,lat,lng
55,881f160123fffff,0.6288209,52.27856559751891,6.975220073695459
56,881f160125fffff,0.7066603,52.27359332240532,6.9538255096520825
57,881f160127fffff,0.687031,52.272607423707576,6.9663520482052546
58,881f160129fffff,0.65423465,52.286495903572735,6.959031043738146
59,881f16012bfffff,0.6689411,52.28551010101968,6.9715603274906055
60,881f16012dfffff,0.6646223,52.280537298713696,6.950164251928998
61,881f160131fffff,0.67644566,52.283534257763975,6.996620523972234
62,881f160133fffff,0.6617213,52.28254421662396,7.0091514343747505
63,881f160135fffff,0.66243273,52.27757762820394,6.987748799556574
64,881f160137fffff,0.68862176,52.276588246119,7.000278067185833
65,881f160139fffff,0.74630165,52.29047928814921,6.992962291277337
66,881f16013bfffff,0.7279114,52.28949000097892,7.005494303938948
67,881f16013dfffff,0.6747451,52.28452288582305,6.984090154623042
68,881f160141fffff,0.8583961,52.313278300863956,6.956914444397746
69,881f160143fffff,0.84379375,52.31229410250225,6.969448677518728
70,881f160145fffff,0.8071829,52.30732126289851,6.948044363481754
71,881f160147fffff,0.8114149,52.30633772319384,6.960576950242204
72,881f160149fffff,0.8849311,52.32021789686787,6.953251248230514
73,881f16014bfffff,0.94906205,52.319234452805034,6.965786583074296
74,881f16014dfffff,0.84211034,52.3142610862138,6.94438075645446
75,881f160151fffff,0.949491,52.31726332449017,6.99085888498657
76,881f160153fffff,0.93195045,52.316275639799905,7.003395849725184
77,881f160155fffff,0.90029734,52.31130849090926,6.9819834546532045
78,881f160157fffff,0.9424509,52.31032146586584,6.994518774636585
79,881f160159fffff,0.866981,52.32420420147317,6.987198305119789
80,881f16015bfffff,0.9025935,52.32321727084144,6.999736373020328
81,881f16015dfffff,0.9373965,52.31824959541889,6.97832246238123
82,881f160161fffff,0.6874651,52.29442230728434,6.942839667285631
83,881f160163fffff,0.70363283,52.293438671494556,6.955369506958485
84,881f160165fffff,0.621088,52.288463271624735,6.933974111024219
85,881f160167fffff,0.6404804,52.28748029370128,6.946502304528484
86,881f160169fffff,0.72962046,52.30136333937936,6.939176340035457
87,881f16016bfffff,0.7664342,52.3003804579643,6.951707280261389
88,881f16016dfffff,0.6551313,52.2954045307772,6.930310373767845
89,881f1601a5fffff,0.69924563,52.266662366829266,7.041522655370039
90,881f1601adfffff,0.70883924,52.273611621062095,7.037869109048622
91,881f1601c1fffff,0.7073848,52.30635922681644,7.044665459758052
92,881f1601c5fffff,0.72309273,52.30040680598371,7.035783869342302
93,881f1601c9fffff,0.71103513,52.3133041009747,7.041009985085014
94,881f1601cdfffff,0.7495807,52.307351907846574,7.032127980030397
95,881f1601e1fffff,0.6494933,52.28750718624499,7.030559949111302
96,881f1601e5fffff,0.6430819,52.28155276218483,7.021682884666726
97,881f1601e7fffff,0.6338683,52.28055989422871,7.034214873684103
98,881f1601e9fffff,0.71613765,52.29445349702699,7.026904335164955
99,881f1601edfffff,0.6875802,52.28849930041687,7.018026856938386
100,881f160201fffff,0.7929729,52.38864787031645,7.013305478177769
101,881f160203fffff,0.79952097,52.387661405087584,7.0258573005966465
102,881f160205fffff,0.89576054,52.38269884654234,7.004417269159835
103,881f160207fffff,0.8657237,52.381713043134546,7.01696744446324
104,881f160209fffff,0.76785827,52.39558171512719,7.009642820308494
105,881f16020bfffff,0.7370725,52.3945960038917,7.022195749140949
106,881f16020dfffff,0.8467832,52.38963291967458,7.000754197002569
107,881f160211fffff,0.6785753,52.392620332656456,7.0473032272074345
108,881f160213fffff,0.558617,52.3916303722197,7.059857774100341
109,881f160215fffff,0.76272625,52.386673523769204,7.038409663089445
110,881f160217fffff,0.6343415,52.385684226142764,7.050962564485929
111,881f160219fffff,0.6449936,52.39955545682475,7.043643198454234
112,881f16021bfffff,0.6097053,52.398566250140036,7.056198853202457
113,881f16021dfffff,0.7226928,52.393608876474325,7.034749218497368
114,881f160221fffff,0.9024034,52.36981364940995,6.999193916341431
115,881f160223fffff,0.95428145,52.36882775338571,7.01174133911277
116,881f160225fffff,0.8869925,52.36386261857872,6.990310243773956
117,881f160227fffff,0.8947422,52.36287738358433,7.002856019616632
118,881f160229fffff,0.96148646,52.37674893303952,6.995531121797542
119,881f16022dfffff,0.8589031,52.37079813027808,6.986647035800959
120,881f160231fffff,0.8588669,52.37378926055604,7.03317832919733
121,881f160233fffff,0.69153184,52.372799871543656,7.045728478237983
122,881f160235fffff,0.8861824,52.36784044198636,7.0242893029466265
123,881f160237fffff,0.7517277,52.36685171499326,7.036837806674189
124,881f160239fffff,0.85241,52.38072582394828,7.029518160560151
125,881f16023bfffff,0.7623844,52.37973718876488,7.042069416280978
126,881f16023dfffff,0.9247666,52.37477723366374,7.020628719330876
127,881f160241fffff,0.79308563,52.40349811863608,6.993425977496836
128,881f160243fffff,0.74469715,52.40251457748473,7.005979470689515
129,881f160245fffff,0.8485462,52.39754888992889,6.984538588895834
130,881f160247fffff,0.81899124,52.39656601039983,6.9970904331702135
131,881f160249fffff,0.7757878,52.41042924430144,6.989760829816464
132,881f16024bfffff,0.6676503,52.409446457307084,7.0023154291547085
133,881f16024dfffff,0.8443038,52.404480243951944,6.980873027618985
134,881f160251fffff,0.6410334,52.407476634658245,7.027426254447375
135,881f160253fffff,0.61984986,52.40648959856551,7.039982478060217
136,881f160255fffff,0.6825206,52.40152962027844,7.01853350602693
137,881f160257fffff,0.6599254,52.40054324679804,7.031088082338705
138,881f160259fffff,0.58771753,52.41440903997304,7.023763734657201
139,881f16025bfffff,0.63844776,52.41342275779673,7.036321065859223
140,881f16025dfffff,0.65738994,52.40846225416578,7.014870571088552
141,881f160261fffff,0.94680965,52.384666206898736,6.979318545610315
142,881f160263fffff,0.91312605,52.38368323439064,6.99186763581921
143,881f160265fffff,0.77760386,52.37871497142277,6.97043569498871
144,881f160267fffff,0.90070397,52.37773265974552,6.98298313646831
145,881f160269fffff,0.90432787,52.39159877165558,6.975653263061106
146,881f16026bfffff,0.8868353,52.39061655338115,6.988203458240601
147,881f16026dfffff,0.8320856,52.38564776428622,6.966769999701798
148,881f1602a5fffff,0.1975012,52.356936249626955,7.078142011173214
149,881f1602adfffff,0.3010415,52.36387703826925,7.074486545527294
150,881f1602e1fffff,0.4276502,52.37775566953346,7.067173541914564
151,881f1602e5fffff,0.50981885,52.37180906640839,7.058279165283183
152,881f1602e7fffff,0.3698327,52.37081684493234,7.070830389163087
153,881f1602e9fffff,0.52092427,52.384693511990065,7.063516003615661
154,881f1602edfffff,0.590197,52.37874713736593,7.054621210455827
155,881f160301fffff,0.709739,52.34698603605144,6.951131299664977
156,881f160303fffff,0.79628456,52.34600419585232,6.963671588565637
157,881f160305fffff,0.72149324,52.341030794051264,6.942257516139508
158,881f160307fffff,0.7617959,52.34004961310048,6.954796156692734
159,881f160309fffff,0.7280935,52.35392147695733,6.9474657515779095
160,881f16030bfffff,0.78375226,52.3529403911446,6.9600071431027715
161,881f16030dfffff,0.75657856,52.34796646255996,6.938591557028402
162,881f160311fffff,0.88320434,52.35097397729255,6.98509156163236
163,881f160313fffff,0.8621824,52.34998864881406,6.997634586303999
164,881f160315fffff,0.851102,52.34502094174272,6.976212422564565
165,881f160317fffff,0.7796396,52.34403627350305,6.988753800495628
166,881f160319fffff,0.88505536,52.357910699061826,6.981428631815666
167,881f16031bfffff,0.91611075,52.356926124729846,6.993972760553064
168,881f16031dfffff,0.848662,52.35195789132958,6.9725490801764005
169,881f160321fffff,0.7695808,52.328137787654896,6.9370514709963045
170,881f160323fffff,0.83739024,52.3271565111224,6.949587361575251
171,881f160325fffff,0.76504016,52.32218054590224,6.928182216590075
172,881f160327fffff,0.81183594,52.32119992782698,6.940716459014387
173,881f160329fffff,0.7188862,52.335074665614584,6.933385792234982
174,881f16032bfffff,0.7745505,52.33409414354449,6.945922784266689
175,881f16032dfffff,0.6957081,52.3291176512119,6.924516127659618
176,881f160331fffff,0.80962515,52.33212885932275,6.970998406749749
177,881f160333fffff,0.74086505,52.33114409673162,6.983537034870773
178,881f160335fffff,0.8814484,52.32617382139438,6.962123798232027
179,881f160337fffff,0.88246167,52.3251897182511,6.974660779801867
180,881f160339fffff,0.80331606,52.339067018550786,6.967335343059486
181,881f16033bfffff,0.77152324,52.338083010182466,6.979875074074219
182,881f16033dfffff,0.83518124,52.33311220818719,6.9584603228266255
183,881f160341fffff,0.82430744,52.36183485325251,6.9312575651926425
184,881f160343fffff,0.74777305,52.360855935735636,6.943799512266065
185,881f160345fffff,0.882926,52.35587940745651,6.922384609838579
186,881f160347fffff,0.800585,52.354901148987864,6.934924906767895
187,881f160349fffff,0.79733443,52.368767575271505,6.927589532137119
188,881f16034bfffff,0.73892784,52.36778941230384,6.940132581563976
189,881f16034dfffff,0.8959137,52.36281235711612,6.918716166451083
190,881f160351fffff,0.80717593,52.36582884425242,6.9652203221021685
191,881f160353fffff,0.85271305,52.36484643872826,6.977765010879968
192,881f160355fffff,0.74727666,52.35987560434497,6.956342006505358
193,881f160357fffff,0.8130285,52.35889385886035,6.968885046744131
194,881f160359fffff,0.73070365,52.372762847423424,6.9615549060849595
195,881f16035bfffff,0.75037307,52.37178119620938,6.974100698659543
196,881f16035dfffff,0.76129013,52.36680983537093,6.952676178607854
197,881f160361fffff,0.80059075,52.34298891603664,6.9171818771345315
198,881f160363fffff,0.7632413,52.342010561623205,6.929719422565136
199,881f160365fffff,0.7742057,52.337031470774164,6.908313452414663
200,881f160367fffff,0.7426122,52.33605377461765,6.920849347896183
201,881f160369fffff,0.8836021,52.349923075386236,6.913513715209347
202,881f16036bfffff,0.81827205,52.34894547559805,6.9260523618214505
203,881f16036dfffff,0.79330033,52.34396585751222,6.9046448810123024
204,881f160801fffff,0.89654607,52.20805925384696,6.940343443035287
205,881f160803fffff,0.7853754,52.20707145756187,6.952856815453858
206,881f160805fffff,0.93368566,52.202094645348254,6.931489787473401
207,881f160807fffff,0.82241297,52.20110750495822,6.944001517876949
208,881f160809fffff,0.92634535,52.215010022197674,6.936684679968908
209,881f16080bfffff,0.8415514,52.21402298018484,6.94919914997912
210,881f16080dfffff,0.94577897,52.209045639908915,6.927830615577586
211,881f160815fffff,0.73780906,52.20608225083485,6.965370731675147
212,881f160819fffff,0.69387585,52.21899671471452,6.970573564524249
213,881f16081bfffff,0.6677927,52.2180061944746,6.983090762834117
214,881f16081dfffff,0.75603634,52.21303452763772,6.961714164239861
215,881f160821fffff,0.7750815,52.18917695405294,6.926297075191871
216,881f160823fffff,0.6793641,52.18818971484362,6.938806066980267
217,881f160825fffff,0.7305431,52.183210356694076,6.917447929503848
218,881f160827fffff,0.6141336,52.18222377259016,6.929955279469893
219,881f160829fffff,0.9339739,52.19612915516005,6.922638183003459
220,881f16082bfffff,0.8392941,52.19514267029813,6.935148271219524
221,881f16082dfffff,0.8592235,52.190162783753756,6.913788629335162
222,881f160831fffff,0.5725783,52.193165470896346,6.960170082162217
223,881f160835fffff,0.5969563,52.18720106590687,6.951315603543548
224,881f160839fffff,0.67562014,52.20011895443735,6.95651379279345
225,881f16083bfffff,0.6341424,52.19912899356695,6.969026611064971
226,881f16083dfffff,0.7026467,52.19415477561649,6.947658904658273
227,881f160843fffff,0.87134916,52.221959809925494,6.933025228513475
228,881f160845fffff,0.93361187,52.21697987549657,6.911657377333885
229,881f160847fffff,0.9547826,52.21599565389516,6.924170755367789
230,881f16084bfffff,0.8417698,52.22890861694566,6.929365088504545
231,881f160851fffff,0.7563911,52.22693613950863,6.954398964575061
232,881f160853fffff,0.7028486,52.22594778449303,6.966916719171506
233,881f160855fffff,0.8458987,52.220973522221335,6.945540796204746
234,881f160857fffff,0.7812295,52.219985823890624,6.958056908594676
235,881f160859fffff,0.763348,52.23388547440705,6.950740332016503
236,881f16085bfffff,0.73971415,52.23289787358837,6.963259185369652
237,881f16085dfffff,0.82227755,52.22792308358653,6.941881753966313
238,881f160861fffff,0.93470645,52.20406469661177,6.906467964835577
239,881f160863fffff,0.9562681,52.20308037582635,6.918978602740519
240,881f160867fffff,0.9453832,52.19711423042134,6.910128641167118
241,881f16086bfffff,0.9011357,52.21003061596682,6.915318334238725
242,881f1608cbfffff,0.7661524,52.22198025068521,7.016993154237365
243,881f1608d9fffff,0.7331366,52.22694262481542,7.038383673669251
244,881f160901fffff,0.7685487,52.16628849537728,6.878410916863392
245,881f160903fffff,0.7810014,52.1653052826506,6.8909127915733
246,881f160905fffff,0.73510337,52.16031772495323,6.869571612839884
247,881f160907fffff,0.72348034,52.1593351655524,6.882071844338136
248,881f160909fffff,0.81357116,52.173240845005914,6.874749301691208
249,881f16090bfffff,0.84476966,52.172258386940975,6.887252270233246
250,881f16090dfffff,0.7358693,52.16727030006093,6.865909592069537
251,881f160911fffff,0.72630256,52.170289245527336,6.912259853792437
252,881f160915fffff,0.7561626,52.16432066166103,6.9034152150449115
253,881f160919fffff,0.7611592,52.177242878693036,6.9086008338651945
254,881f16091bfffff,0.6363444,52.17625694932755,6.921106541837345
255,881f16091dfffff,0.80868846,52.17127452052135,6.899755787985261
256,881f160921fffff,0.76454055,52.147392295560614,6.864396096232748
257,881f160925fffff,0.6967596,52.14141954361053,6.855561294779015
258,881f160927fffff,0.55774057,52.14043753496854,6.86805714721241
259,881f160929fffff,0.8246719,52.15434607614056,6.860734357870848
260,881f16092bfffff,0.7690068,52.153364169698506,6.873232945988507
261,881f16092dfffff,0.84037083,52.14837354941104,6.851899151664183
262,881f160939fffff,0.7352762,52.15835119820032,6.894572625304156
263,881f16093dfffff,0.7051518,52.15238085561684,6.885732084279239
264,881f160941fffff,0.8257042,52.181172509493585,6.8585834870083655
265,881f160943fffff,0.8283301,52.18019221435296,6.871086998657669
266,881f160945fffff,0.7767564,52.17520153695196,6.84974501685472
267,881f160947fffff,0.7625905,52.174221894936146,6.862246883513633
268,881f160949fffff,0.88242346,52.18812214364804,6.8549194023898
269,881f16094bfffff,0.8426904,52.187142603333164,6.867424007598867
270,881f16094dfffff,0.8540895,52.18215139662834,6.846080527326618
271,881f160951fffff,0.92215174,52.185179297529714,6.8924348706481116
272,881f160953fffff,0.841127,52.184195531600786,6.904941126177933
273,881f160955fffff,0.9044903,52.17921051098603,6.8835910611201365
274,881f160957fffff,0.88589317,52.178227399172684,6.896095673241
275,881f16095bfffff,0.9452529,52.19114720416531,6.901280730566687
276,881f16095dfffff,0.8869414,52.18616165470049,6.879929164069979
277,881f160961fffff,0.79361475,52.1622786207813,6.8445728028609265
278,881f160963fffff,0.7815578,52.161298876622766,6.857071931963046
279,881f160965fffff,0.86170965,52.156305666986704,6.835738836766943
280,881f160967fffff,0.8545905,52.15532657516314,6.84823632107939
281,881f160969fffff,0.68453157,52.16922968618001,6.840908596845147
282,881f16096bfffff,0.7320771,52.168250696921696,6.853408818345574
283,881f16096dfffff,0.7374994,52.163256957649445,6.832074226686693
284,881f1609c9fffff,0.53919303,52.181235779069965,6.942463174919821
285,881f1609cdfffff,0.5196443,52.175269610856986,6.933612796001736
286,881f160a01fffff,0.8561537,52.25669403625941,6.914717639643489
287,881f160a03fffff,0.87511593,52.25571152064271,6.927238697081119
288,881f160a05fffff,0.84010994,52.250731012246106,6.905861123854868
289,881f160a07fffff,0.8994811,52.24974915291473,6.918380535511603
290,881f160a09fffff,0.820026,52.26363793847463,6.911054054399056
291,881f160a0bfffff,0.8525899,52.26265617738383,6.923576210053914
292,881f160a0dfffff,0.8767933,52.257675141009216,6.902197130308153
293,881f160a11fffff,0.8373826,52.26068842144682,6.948622162378067
294,881f160a13fffff,0.8127676,52.25970242616151,6.961145956725842
295,881f160a15fffff,0.9024838,52.254727593939265,6.93976030146106
296,881f160a17fffff,0.87450933,52.25374225592949,6.952282451622979
297,881f160a19fffff,0.7417716,52.267633605859,6.944961183860569
298,881f160a1bfffff,0.77079517,52.266648364859925,6.957486077862754
299,881f160a1dfffff,0.81560457,52.261673005114474,6.936098913100464
300,881f160a21fffff,0.8319512,52.23782176957451,6.9006703745573
301,881f160a23fffff,0.81355083,52.2368398115599,6.913187043210605
302,881f160a27fffff,0.78548473,52.23087545238498,6.904333397657537
303,881f160a29fffff,0.8721122,52.24476710581504,6.8970066623964295
304,881f160a2bfffff,0.845303,52.24378590240162,6.9095244281008315
305,881f160a2dfffff,0.9008744,52.23880231743735,6.888154254976304
306,881f160a31fffff,0.8494365,52.24181926396445,6.934561603439148
307,881f160a33fffff,0.7592253,52.240833828501266,6.947081010754403
308,881f160a35fffff,0.8488094,52.23585644317356,6.925704259777579
309,881f160a37fffff,0.7821254,52.23487166419575,6.938222023099306
310,881f160a39fffff,0.94519407,52.24876588280818,6.930900494821302
311,881f160a3bfffff,0.9057489,52.247781201706765,6.943421000624114
312,881f160a3dfffff,0.89038587,52.2428032885247,6.9220427421681325
313,881f160a41fffff,0.7869417,52.27156045495519,6.894867074654122
314,881f160a43fffff,0.77310705,52.27058085947642,6.907389779613676
315,881f160a45fffff,0.85785687,52.265597228000914,6.886011389905102
316,881f160a47fffff,0.85065246,52.26461828860688,6.898532447296134
317,881f160a49fffff,0.7055451,52.27850163997039,6.891201012217478
318,881f160a4bfffff,0.6904201,52.27752279918093,6.903724815122679
319,881f160a4dfffff,0.8046332,52.27253863960437,6.882344919856531
320,881f160a51fffff,0.73562294,52.27556088395688,6.928774068127736
321,881f160a53fffff,0.7237986,52.27457780908194,6.941299515905676
322,881f160a55fffff,0.7781748,52.269599852947515,6.91991303357505
323,881f160a57fffff,0.8061643,52.26861743514834,6.932436835377622
324,881f160a59fffff,0.66718715,52.28250335145628,6.9251106111860175
325,881f160a5bfffff,0.6704215,52.281521031031765,6.9376371583485446
326,881f160a5dfffff,0.6859728,52.27654254724987,6.9162491674797195
327,881f160a61fffff,0.925985,52.25269049946377,6.880823948137585
328,881f160a63fffff,0.87322366,52.25171146102236,6.893342261010473
329,881f160a65fffff,0.9207773,52.246725282132395,6.871972780711624
330,881f160a67fffff,0.916332,52.24574689898516,6.884489446213839
331,881f160a69fffff,0.92357856,52.25963311878916,6.877157760582997
332,881f160a6bfffff,0.91915846,52.25865483511231,6.889677170234875
333,881f160a6dfffff,0.84820515,52.25366812779099,6.868306186395019
334,881f160a81fffff,0.921863,52.24978678644651,7.0023764868727865
335,881f160a83fffff,0.9245847,52.248794388622315,7.014901348528721
336,881f160a85fffff,0.8242959,52.24382836296871,6.9935084655608994
337,881f160a87fffff,0.93585455,52.24283662360786,7.006031686422209
338,881f160a89fffff,0.8758415,52.25673596840979,6.998720598576469
339,881f160a8bfffff,0.8869174,52.255744324465645,7.0112465615897
340,881f160a8dfffff,0.83765906,52.250777771871135,6.989852165192515
341,881f160a91fffff,0.80089164,52.25375679822919,7.036300104236463
342,881f160a93fffff,0.71694726,52.25276091550205,7.048827681544215
343,881f160a95fffff,0.88061756,52.24780057818081,7.027426748998155
344,881f160a97fffff,0.7998233,52.246805354904595,7.039952687118601
345,881f160a99fffff,0.7703147,52.260707260703896,7.032646832715302
346,881f160a9bfffff,0.71179444,52.259712131614464,7.045175512813521
347,881f160a9dfffff,0.8691629,52.254751267811315,7.023773063863948
348,881f160aa1fffff,0.78445816,52.2309184379862,6.988298520743978
349,881f160aa3fffff,0.8143386,52.229926602766,7.000819000444492
350,881f160aa5fffff,0.7036317,52.22495801832106,6.979435016596007
351,881f160aa7fffff,0.76122546,52.22396684077441,6.9919538556887
352,881f160aa9fffff,0.8059257,52.237869054503186,6.9846424973657495
353,881f160aabfffff,0.8658053,52.2368779732388,6.997164077256612
354,881f160aadfffff,0.7347153,52.231908861520914,6.9757785819988545
355,881f160ab1fffff,0.84314984,52.234891574503884,7.022208856603219
356,881f160ab3fffff,0.7848305,52.233896256598186,7.034732053735907
357,881f160ab5fffff,0.8107192,52.22893335564248,7.013340019939683
358,881f160ab7fffff,0.77905095,52.22793869639804,7.0258615780683895
359,881f160ab9fffff,0.8797624,52.24184347194022,7.01855544681159
360,881f160abbfffff,0.85944754,52.240848907748244,7.031079745567171
361,881f160abdfffff,0.8786872,52.23588547997829,7.00968619738957
362,881f160ac1fffff,0.7547438,52.26467364685587,6.982537497778522
363,881f160ac3fffff,0.8070278,52.263684169413246,6.995064021368289
364,881f160ac5fffff,0.7580778,52.25871501903939,6.97367029498256
365,881f160ac7fffff,0.81870896,52.25772619986164,6.986195175986712
366,881f160ac9fffff,0.6839911,52.27162011276964,6.978879130403097
367,881f160acbfffff,0.73182184,52.27063138937271,6.991406755083328
368,881f160acdfffff,0.71220094,52.26566171193186,6.970011516222664
369,881f160ad1fffff,0.7766803,52.26864970432804,7.016463627239884
370,881f160ad3fffff,0.75433147,52.26765674224426,7.028992872390019
371,881f160ad5fffff,0.82895035,52.26269327938571,7.007591085829542
372,881f160ad7fffff,0.82317924,52.261700976555154,7.020118689999527
373,881f160ad9fffff,0.70447105,52.27559745104568,7.012807875419984
374,881f160adbfffff,0.7033334,52.27460524276596,7.025338223095523
375,881f160addfffff,0.7493896,52.26964125329824,7.003934921083266
376,881f160ae1fffff,0.7440228,52.24580760564198,6.968463647068653
377,881f160ae3fffff,0.715941,52.244818690240685,6.980985785389268
378,881f160ae5fffff,0.689394,52.239846981915896,6.95960096295403
379,881f160ae7fffff,0.7049357,52.23885872398942,6.97212145887795
380,881f160ae9fffff,0.81166923,52.25275550639413,6.9648051464062
381,881f160aebfffff,0.78207684,52.25176734511423,6.977328384649822
382,881f160aedfffff,0.8192979,52.24679510939108,6.9559420517600445
383,881f160b01fffff,0.92962945,52.214934353885305,6.852765159831522
384,881f160b05fffff,0.92663145,52.20896516284366,6.843923018215263
385,881f160b07fffff,0.88757205,52.20798788722229,6.856430904631236
386,881f160b0dfffff,0.96859825,52.21591087453697,6.840256179504115
387,881f160b21fffff,0.90062565,52.196048174579,6.838749483503416
388,881f160b23fffff,0.8712525,52.19507079731445,6.851254629494091
389,881f160b25fffff,0.8755159,52.19007700020703,6.8299118503762655
390,881f160b27fffff,0.91048634,52.18910027586568,6.842415349597489
391,881f160b29fffff,0.91381603,52.20299509268341,6.835082928880461
392,881f160b2bfffff,0.9236178,52.20201847040793,6.847589168157245
393,881f160b2dfffff,0.874112,52.197024143876114,6.826244891533455
394,881f160b31fffff,0.8666885,52.20006100079695,6.872603305502546
395,881f160b33fffff,0.86086345,52.199080153019956,6.8851112012603775
396,881f160b35fffff,0.882206,52.19409201186143,6.863760328350867
397,881f160b3bfffff,0.8476018,52.206029109983106,6.881448334137359
398,881f160b3dfffff,0.89292765,52.201040439852754,6.860095960749688
399,881f160b41fffff,0.91706294,52.22979935535833,6.8329204351179795
400,881f160b45fffff,0.95184153,52.22382996249663,6.824079132198707
401,881f160b47fffff,0.9324722,52.222855605403325,6.836588651859738
402,881f160b49fffff,0.82576084,52.23674212431772,6.8292515291147495
403,881f160b4dfffff,0.9063852,52.230772957319395,6.820409821820322
404,881f160b51fffff,0.9250172,52.23381513064448,6.866789978953996
405,881f160b53fffff,0.92493695,52.232836647584236,6.879303901302281
406,881f160b57fffff,0.94228226,52.226870096726984,6.870455601081974
407,881f160b59fffff,0.94102913,52.24075918358941,6.863123667664113
408,881f160b5bfffff,0.9340014,52.239781455368785,6.875638685625909
409,881f160b5dfffff,0.9406291,52.23479220430604,6.854276608701946
410,881f160b61fffff,0.8953435,52.2109154891953,6.818908907834759
411,881f160b63fffff,0.9390783,52.209941030094214,6.8314156855647274
412,881f160b65fffff,0.9082646,52.204944113280455,6.810072114893175
413,881f160b67fffff,0.8739435,52.20397030690043,6.822577244074256
414,881f160b69fffff,0.9076019,52.217859690676214,6.815239882650996
415,881f160b6bfffff,0.9374744,52.216885986726766,6.827747753392139
416,881f160b6dfffff,0.9065997,52.211888540368626,6.806402686180226
417,881f160f61fffff,0.66074574,52.23885554092245,7.056129953527569
418,881f160f63fffff,0.5633011,52.23785673785501,7.0686558604070475
419,881f160f65fffff,0.7113338,52.232899526044044,7.047255787625677
420,881f160f67fffff,0.6262511,52.23190138262467,7.059780057110264
421,881f160f69fffff,0.696975,52.245808718576505,7.05247916172721
422,881f160f6bfffff,0.59155065,52.24481066897973,7.065006171660965
423,881f160f6dfffff,0.7603507,52.23985293081464,7.043604581526656
424,881f161001fffff,0.42151314,52.443992805237286,6.899750664707902
425,881f161003fffff,0.4938579,52.443021529676905,6.9123063985456366
