IND_OBJ_KE,IND_WAARDE,IND_WAARD0,IND_OBJ_AA,IND_OBJ_NA,IND_OBJ_BE,IND_OBJ_GR,IND_PERIOD,IND_THEMA,IND_CULT_D,OBJECTID
,Rijksbeschermd,,Ja,"34164",onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,205.000000000000000
,Rijksbeschermd,,Ja,"34165",onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,206.000000000000000
,Gemeentelijk monument,,Ja,ENS01004,onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,704.000000000000000
,Gemeentelijk monument,,Ja,ENS01027,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,705.000000000000000
,Gemeentelijk monument,,Ja,ENS01029,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,706.000000000000000
,Gemeentelijk monument,,Ja,ENS01047,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,707.000000000000000
,Gemeentelijk monument,,Ja,ENS01005,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,708.000000000000000
,Gemeentelijk monument,,Ja,ENS01006,onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,709.000000000000000
,Gemeentelijk monument,,Ja,ENS01014,onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,710.000000000000000
,Gemeentelijk monument,,Ja,ENS01015,onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,711.000000000000000
,Gemeentelijk monument,,Ja,ENS01023,onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,712.000000000000000
,Gemeentelijk monument,,Ja,ENS01085,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,713.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,ENS01071,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,714.000000000000000
,Gemeentelijk monument,,Ja,ENS01081,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,715.000000000000000
,Gemeentelijk monument,,Ja,ENS01234,onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,716.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,ENS01094,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,717.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,ENS01155,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,718.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,ENS01161,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,719.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01038,hallehuisgroep (hallehuisboerderij),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,720.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01039,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,721.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01003,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,722.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01004,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,723.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01023,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,724.000000000000000
,Gemeentelijk monument,,Ja,HKB01006,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,725.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01035,hallehuisgroep (hallehuisboerderij),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,726.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01036,hallehuisgroep (hallehuisboerderij),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,727.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01011,hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,728.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HKB01015,hallehuisgroep (hallehuisboerderij),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,729.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01068,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,756.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01069,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,757.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01047,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,758.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01049,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,759.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01023,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,760.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01028,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,761.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01022,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,762.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HGL01072,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,763.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01060,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,764.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01061,hallehuisgroep (krukhuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,765.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01001,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,766.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01022,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,767.000000000000000
,Gemeentelijk monument,,Ja,HOF01023,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,768.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01043,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,769.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01030,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,770.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,HOF01031,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,771.000000000000000
,Gemeentelijk monument,,Ja,RSN01024,onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,823.000000000000000
,Gemeentelijk monument,,Ja,RSN01008,onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,824.000000000000000
,Gemeentelijk monument,,Ja,RSN01011,onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,825.000000000000000
,Gemeentelijk monument,,Ja,RSN01031,onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,826.000000000000000
,Rijksbeschermd,,Ja,"363393",onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,486.000000000000000
,Rijksbeschermd,,Ja,"38150",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,487.000000000000000
,Rijksbeschermd,,Ja,"34147",onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,393.000000000000000
,Rijksbeschermd,,Ja,"38151",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,488.000000000000000
,Rijksbeschermd,,Ja,"35752",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,474.000000000000000
,Rijksbeschermd,,Ja,"35754",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,475.000000000000000
,Rijksbeschermd,,Ja,"35756",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,476.000000000000000
,Rijksbeschermd,,Ja,"35759",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,477.000000000000000
,Rijksbeschermd,,Ja,"38152",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,489.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01009,hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1038.000000000000000
,Rijksbeschermd,,Ja,"35760",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,478.000000000000000
,Rijksbeschermd,,Ja,"35764",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,479.000000000000000
,Rijksbeschermd,,Ja,"35765",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,480.000000000000000
,Rijksbeschermd,,Ja,"35769",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,481.000000000000000
,Rijksbeschermd,,Ja,"35772",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,482.000000000000000
,Rijksbeschermd,,Ja,"35777",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,483.000000000000000
,Rijksbeschermd,,Ja,"35779",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,484.000000000000000
,Rijksbeschermd,,Ja,"35782",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,485.000000000000000
,Rijksbeschermd,,Ja,"38153",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,490.000000000000000
,Rijksbeschermd,,Ja,"38154",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,491.000000000000000
,Rijksbeschermd,,Ja,"38155",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,492.000000000000000
,Rijksbeschermd,,Ja,"38422",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,493.000000000000000
,Rijksbeschermd,,Ja,"38425",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,494.000000000000000
,Rijksbeschermd,,Ja,"38426",onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,495.000000000000000
,Rijksbeschermd,,Ja,"38428",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,496.000000000000000
,Rijksbeschermd,,Ja,"38900",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,497.000000000000000
,Rijksbeschermd,,Ja,"38903",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,498.000000000000000
,Rijksbeschermd,,Ja,"38905",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,499.000000000000000
,Rijksbeschermd,,Ja,"38906",onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,500.000000000000000
,Rijksbeschermd,,Ja,"38907",onbekend,boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,501.000000000000000
,Rijksbeschermd,,Ja,"38908",onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,502.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"46611",hallehuisgroep (twentstype),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,518.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"46612",hallehuisgroep (twentstype),boerderijtypen,vroegmoderne tijd,landbouw,Gebouwd erfgoed,519.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"46769",hallehuisgroep (hallehuis- middenlangsdeeltype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,520.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01019,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1039.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01020,hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,,landbouw,Gebouwd erfgoed,1040.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01021,hallehuisgroep (hallehuisboerderij),boerderijtypen,volle en late middeleeuwen,landbouw,Gebouwd erfgoed,1041.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01010,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1042.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01011,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1043.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01012,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1044.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,TUB01013,hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1045.000000000000000
"koeien met kop naar muur, dekbalkgebint",Gemeentelijk monument,,Ja,TUB01014,noordelijke huisgroep (kop-romptype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1046.000000000000000
,Gemeentelijk monument,,Ja,VZV01003,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1047.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,VZV01004,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1048.000000000000000
,Gemeentelijk monument,,Ja,VZV01005,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1049.000000000000000
,Gemeentelijk monument,,Ja,VZV01006,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1050.000000000000000
,Gemeentelijk monument,,Ja,VZV01018,onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1051.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,VZV01019,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1052.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,VZV01020,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1053.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,VZV01024,hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1054.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01023,hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,1055.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01024,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,1056.000000000000000
,Gemeentelijk monument,,Ja,WDN01019,onbekend,boerderijtypen,,landbouw,Gebouwd erfgoed,1057.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01020,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,1058.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01014,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,1059.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01015,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,1060.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01016,hallehuisgroep (hallehuisboerderij),boerderijtypen,,landbouw,Gebouwd erfgoed,1061.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Gemeentelijk monument,,Ja,WDN01018,hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,,landbouw,Gebouwd erfgoed,1062.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"46926",hallehuisgroep (twentstype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,528.000000000000000
,Rijksbeschermd,,Ja,"47011",onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,529.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"47013",hallehuisgroep (hallehuis- middenlangsdeeltype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,530.000000000000000
,Rijksbeschermd,,Ja,"480693",onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,533.000000000000000
,Rijksbeschermd,,Ja,"507476",onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,536.000000000000000
"koeien met kop naar muur, dekbalkgebint",Rijksbeschermd,,Ja,"507480",noordelijke huisgroep (kop-hals-romptype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,537.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507489",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,538.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507502",hallehuisgroep (krukhuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,539.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507506",hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,540.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507619",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,541.000000000000000
,Rijksbeschermd,,Ja,"507623",onbekend,boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,542.000000000000000
"koeien met kop naar muur, dekbalkgebint",Rijksbeschermd,,Ja,"507706",noordelijke huisgroep (kop-romptype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,543.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507711",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,544.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507716",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,545.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507739",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,546.000000000000000
"koeien met kop naar muur, dekbalkgebint",Rijksbeschermd,,Ja,"507743",noordelijke huisgroep (kop-romptype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,547.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507786",hallehuisgroep (t-huisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,548.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507790",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,549.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507796",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,550.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507799",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,551.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507802",hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,552.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507805",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,553.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507807",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,554.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507809",hallehuisgroep (hallehuisboerderij),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,555.000000000000000
"driebeukig gebouw, ankerbalkgebint, stallen aan weerszijden, langgerekt gebouw, grote openslaande staldeuren",Rijksbeschermd,,Ja,"507913",hallehuisgroep (hallehuis - dwarshuistype),boerderijtypen,moderne tijd,landbouw,Gebouwd erfgoed,556.000000000000000
