hex9,value
89196941a27ffff,E1075N4588E1076N4589
89196941a2bffff,E1070N4590E1069N4590E1069N4591E1070N4591
89196941a2fffff,E1071N4589E1072N4589E1073N4589E1071N4590E1072N4590
89196941a4bffff,E1058N4599E1058N4600E1059N4600E1060N4600E1058N4601E1059N4601E1060N4601
89196941a4fffff,E1061N4596E1060N4597
89196941a5bffff,E1059N4602E1060N4602E1059N4603E1060N4603E1060N4604
89196941a67ffff,E1068N4590E1066N4591E1067N4591
89196941a6bffff,E1060N4591E1061N4591E1062N4591E1060N4592E1061N4592E1062N4592E1060N4593E1061N4593E1063N4592
89196941a6fffff,E1062N4589E1062N4590E1064N4589E1063N4590E1064N4590
89196941b03ffff,E1085N4583E1083N4584E1084N4584E1085N4584E1084N4585
89196941b0bffff,E1081N4584
89196941b17ffff,E1086N4583E1086N4584
89196941b1bffff,E1082N4585E1083N4585E1082N4586E1082N4587
89196941b4bffff,E1071N4584E1072N4584E1073N4584E1072N4585
89196941b53ffff,E1077N4586E1078N4587E1076N4588
89196941b57ffff,E1078N4586E1079N4586
89196941b5bffff,E1074N4585E1074N4587E1075N4587E1074N4588
89196941ba3ffff,E1091N4582
89196941ba7ffff,E1094N4579E1095N4579
89196941bcfffff,E1079N4587E1081N4587E1079N4588
89196941c27ffff,E1107N4615
89196941c43ffff,E1095N4626E1095N4627
89196941c47ffff,E1096N4623E1095N4624E1096N4624E1096N4625
89196941c53ffff,E1094N4629E1094N4630
89196941c63ffff,E1097N4619E1098N4619E1097N4620E1098N4620
89196941c67ffff,E1099N4615E1098N4616E1099N4616E1098N4617E1099N4617E1098N4618
89196941c73ffff,E1097N4621E1097N4622
89196941c7bffff,E1096N4622
89196941ca7ffff,E1114N4623
89196941cb7ffff,E1114N4626
89196941ccbffff,E1096N4632E1097N4632E1096N4633
89196941ccfffff,E1098N4629
89196941cdbffff,E1098N4637E1097N4636
89196941d33ffff,E1120N4605E1121N4605E1121N4606
89196941d37ffff,E1122N4604
89196941d4bffff,E1105N4610
89196941d4fffff,E1106N4608E1108N4607
89196941d73ffff,E1111N4607
89196941d77ffff,E1114N4603
89196941d7bffff,E1109N4606
89196941d87ffff,E1125N4613
89196941d93ffff,E1125N4619E1124N4620
89196941d97ffff,E1125N4616E1126N4616E1125N4617E1126N4617E1125N4618E1126N4618
89196941da3ffff,E1124N4607E1125N4607E1123N4608E1124N4608E1125N4608E1126N4608E1124N4609E1125N4609E1125N4610
89196941da7ffff,E1127N4605E1126N4606E1127N4606E1128N4606E1126N4607E1127N4607
89196941dabffff,E1122N4607
89196941dafffff,E1122N4605E1123N4605E1124N4605E1122N4606E1123N4606E1124N4606E1123N4607
89196941db3ffff,E1126N4610E1125N4611E1126N4611E1125N4612E1126N4613
89196941db7ffff,E1127N4610
89196941dd3ffff,E1116N4620
89196941e03ffff,E1081N4620
89196941e43ffff,E1070N4621E1071N4621E1072N4621E1070N4622E1071N4622E1071N4623E1072N4623
89196941e47ffff,E1072N4620
89196941e4bffff,E1067N4620E1068N4620E1069N4620E1067N4621E1068N4621E1069N4621E1068N4622E1069N4622
89196941e4fffff,E1070N4618E1071N4618E1070N4619E1069N4618E1069N4619E1071N4619E1070N4620E1071N4620
89196941e53ffff,E1072N4624E1071N4625E1072N4625
89196941e5bffff,E1070N4623E1068N4623E1069N4623E1069N4624E1070N4624E1069N4625E1070N4625E1071N4624
89196941e67ffff,E1075N4611E1076N4612E1077N4613
89196941e77ffff,E1077N4614E1078N4614
89196941e8bffff,E1084N4627
89196941e9bffff,E1084N4630
89196941ecbffff,E1074N4629
8919694230bffff,E1164N4676E1162N4677
89196942323ffff,E1169N4669
8919694232bffff,E1166N4671E1167N4671
89196942343ffff,E1160N4679
89196942347ffff,E1161N4677
89196942357ffff,E1162N4678
8919694235bffff,E1158N4681
89196942363ffff,E1161N4672
8919694236fffff,E1160N4669
89196942373ffff,E1162N4674E1163N4674E1162N4675E1163N4675E1161N4673E1162N4673E1161N4674
8919694237bffff,E1160N4673
8919694282bffff,E1193N4636E1193N4637
8919694283bffff,E1194N4640
89196942843ffff,E1185N4646E1187N4646
89196942847ffff,E1186N4643
8919694284bffff,E1181N4646
8919694284fffff,E1184N4643E1185N4643E1183N4643E1183N4644
89196942853ffff,E1186N4648E1188N4650
89196942857ffff,E1190N4647E1189N4648
8919694285bffff,E1183N4648E1183N4649
8919694286bffff,E1186N4637E1186N4638
8919694286fffff,E1186N4635E1186N4636
891969428c3ffff,E1192N4653
891969428c7ffff,E1194N4651
891969428cfffff,E1189N4649
8919694299bffff,E1210N4638E1211N4638
891969429cfffff,E1202N4634E1203N4634
891969429d7ffff,E1207N4636
89196942a0bffff,E1168N4641
89196942a13ffff,E1171N4642E1172N4642E1173N4642
89196942a17ffff,E1175N4642E1174N4642
89196942a1bffff,E1169N4641E1168N4642E1169N4642E1170N4642E1168N4643
89196942a43ffff,E1161N4640E1162N4640E1161N4641E1162N4641E1163N4641E1164N4641
89196942a47ffff,E1164N4640
89196942a4bffff,E1160N4640E1159N4639E1159N4640
89196942a53ffff,E1163N4644E1164N4644E1165N4644E1163N4645E1164N4645E1165N4645
89196942a57ffff,E1167N4641E1165N4641E1166N4641E1166N4642E1165N4643E1166N4643E1167N4643
89196942a83ffff,E1176N4646E1177N4646
89196942a87ffff,E1179N4643E1179N4645E1179N4646E1180N4646
89196942a8bffff,E1174N4646E1175N4646
89196942a8fffff,E1176N4643
89196942a97ffff,E1181N4649
89196942abbffff,E1176N4642E1177N4642E1177N4643E1178N4643
89196942ac3ffff,E1167N4647
89196942acbffff,E1165N4646E1166N4646E1166N4647
89196942acfffff,E1166N4644E1166N4645E1167N4644E1168N4644E1167N4645E1167N4646
89196942b0bffff,E1182N4624
89196942b33ffff,E1187N4620
89196942b83ffff,E1191N4630E1190N4632E1189N4630E1190N4630E1189N4631E1190N4631E1191N4631E1192N4631
89196942b87ffff,E1191N4629E1192N4629E1192N4630E1193N4630
89196942b8bffff,E1186N4629E1187N4630E1188N4630E1186N4631E1187N4631E1188N4631
89196942b8fffff,E1190N4629
89196942b93ffff,E1193N4633
89196942b9bffff,E1189N4632E1188N4632
89196942ba3ffff,E1193N4623
89196942babffff,E1191N4623
89196942bbbffff,E1192N4626
89196942bc7ffff,E1185N4629
89196942e0bffff,E1177N4659E1176N4660
89196942e0fffff,E1178N4657
89196942e2fffff,E1182N4651
89196942e33ffff,E1184N4658
89196942e43ffff,E1172N4661E1172N4662E1173N4662
89196942e47ffff,E1174N4659E1173N4660E1173N4661E1174N4661E1175N4660
89196942e4fffff,E1172N4660
89196942e57ffff,E1175N4662E1174N4662E1174N4663
89196942e73ffff,E1176N4657E1177N4657E1175N4658E1176N4658E1177N4658E1175N4659E1176N4659
89196942e77ffff,E1177N4655E1176N4656E1177N4656E1178N4656
89196943033ffff,E1121N4700E1122N4701
89196943037ffff,E1124N4699
8919694303bffff,E1116N4699E1116N4700E1117N4700E1118N4700E1117N4701E1118N4701
89196943063ffff,E1110N4697E1112N4698
89196943067ffff,E1112N4697
8919694306fffff,E1108N4694E1109N4695E1109N4696E1109N4697
89196943077ffff,E1113N4698E1114N4698
891969430a3ffff,E1125N4703E1126N4704
891969430afffff,E1124N4702
891969430b7ffff,E1127N4705E1129N4706
89196943103ffff,E1130N4688E1131N4689
8919694316bffff,E1120N4681E1120N4682E1121N4682E1121N4683
