hex9,value
89196948d9bffff,0
89196948da3ffff,0
89196948da7ffff,0
89196948dabffff,0
89196948db7ffff,0
89196948dc3ffff,0
89196948dc7ffff,0
89196948ddbffff,0
89196948e07ffff,0
89196948e0fffff,0
89196948e2bffff,0
89196948e2fffff,0
89196948e3bffff,0
89196948e47ffff,0
89196948e4fffff,0
89196948e73ffff,0
89196948e77ffff,0
89196948e7bffff,0
89196949003ffff,50
89196949007ffff,55
8919694900bffff,60
8919694900fffff,70
89196949013ffff,5
8919694901bffff,15
89196949023ffff,45
89196949027ffff,15
8919694902bffff,40
8919694902fffff,20
89196949033ffff,20
89196949037ffff,50
8919694903bffff,100
89196949043ffff,125
89196949047ffff,155
8919694904bffff,15
8919694904fffff,10
89196949053ffff,20
89196949057ffff,70
8919694905bffff,150
89196949063ffff,5
8919694906fffff,0
89196949073ffff,105
89196949077ffff,75
8919694907bffff,10
89196949083ffff,85
89196949087ffff,45
8919694908bffff,35
8919694908fffff,55
89196949093ffff,5
89196949097ffff,85
8919694909bffff,0
891969490a3ffff,55
891969490a7ffff,35
891969490abffff,55
891969490afffff,50
891969490b3ffff,25
891969490b7ffff,35
891969490bbffff,85
891969490c3ffff,70
891969490c7ffff,5
891969490cbffff,90
891969490cfffff,130
891969490d3ffff,100
891969490d7ffff,35
891969490dbffff,80
89196949113ffff,0
89196949143ffff,0
8919694914bffff,30
8919694914fffff,5
89196949153ffff,0
89196949157ffff,0
8919694915bffff,10
89196949187ffff,0
8919694918bffff,0
8919694919bffff,0
891969491a3ffff,0
891969491a7ffff,0
891969491b3ffff,0
891969491bbffff,5
891969491c3ffff,5
891969491c7ffff,0
891969491cbffff,5
891969491d3ffff,65
891969491d7ffff,15
891969491dbffff,30
89196949243ffff,50
89196949247ffff,0
8919694924bffff,85
8919694924fffff,0
89196949253ffff,65
89196949257ffff,0
8919694925bffff,90
8919694926bffff,5
8919694926fffff,0
8919694927bffff,0
89196949297ffff,25
891969492c3ffff,0
891969492cbffff,30
891969492cfffff,0
891969492d3ffff,0
891969492dbffff,0
89196949303ffff,15
89196949307ffff,60
8919694930bffff,110
8919694930fffff,30
89196949313ffff,0
89196949317ffff,70
8919694931bffff,10
89196949323ffff,50
8919694932bffff,60
8919694932fffff,10
89196949333ffff,70
89196949337ffff,0
8919694933bffff,65
89196949343ffff,30
89196949347ffff,110
8919694934bffff,5
8919694934fffff,15
89196949353ffff,20
89196949357ffff,120
8919694935bffff,10
89196949363ffff,50
89196949367ffff,35
8919694936bffff,60
8919694936fffff,15
89196949373ffff,65
89196949377ffff,0
8919694937bffff,50
89196949383ffff,20
89196949387ffff,65
8919694938bffff,35
8919694938fffff,40
89196949393ffff,0
89196949397ffff,0
8919694939bffff,20
891969493a3ffff,45
891969493abffff,95
891969493afffff,25
891969493b3ffff,115
891969493b7ffff,10
891969493bbffff,10
891969493c3ffff,10
891969493c7ffff,35
891969493cfffff,40
891969493d3ffff,10
891969493d7ffff,110
89196949407ffff,0
8919694940bffff,15
8919694940fffff,15
89196949413ffff,10
89196949417ffff,0
8919694941bffff,0
89196949423ffff,15
89196949427ffff,35
8919694942bffff,40
8919694942fffff,105
89196949433ffff,10
89196949437ffff,30
8919694943bffff,35
89196949443ffff,0
89196949447ffff,25
8919694944fffff,30
89196949463ffff,80
89196949467ffff,40
8919694946bffff,60
8919694946fffff,65
89196949473ffff,90
89196949477ffff,75
8919694947bffff,50
89196949483ffff,75
89196949487ffff,5
8919694948bffff,15
8919694948fffff,25
89196949497ffff,5
8919694949bffff,30
891969494a3ffff,25
891969494a7ffff,25
891969494abffff,10
891969494afffff,15
891969494b3ffff,85
891969494b7ffff,45
891969494bbffff,10
891969494c3ffff,105
891969494c7ffff,5
891969494cbffff,0
891969494cfffff,0
891969494d3ffff,70
891969494d7ffff,35
891969494dbffff,0
89196949503ffff,70
89196949507ffff,135
8919694950bffff,70
8919694950fffff,150
89196949513ffff,35
89196949517ffff,105
8919694951bffff,55
89196949523ffff,0
8919694952bffff,0
89196949533ffff,45
8919694953bffff,120
89196949543ffff,65
89196949547ffff,135
8919694954bffff,40
8919694954fffff,90
89196949553ffff,70
89196949557ffff,120
8919694955bffff,115
89196949563ffff,65
89196949567ffff,5
8919694956bffff,20
8919694956fffff,5
89196949573ffff,45
89196949577ffff,0
8919694957bffff,0
89196949583ffff,35
89196949587ffff,45
8919694958bffff,65
8919694958fffff,45
89196949593ffff,35
89196949597ffff,130
8919694959bffff,60
891969495a3ffff,40
891969495a7ffff,40
891969495abffff,75
891969495afffff,0
891969495b3ffff,95
891969495b7ffff,40
891969495bbffff,80
891969495c3ffff,15
891969495c7ffff,10
891969495cbffff,5
891969495cfffff,20
891969495d3ffff,50
891969495d7ffff,35
891969495dbffff,25
89196949617ffff,0
89196949623ffff,115
89196949627ffff,70
8919694962bffff,40
8919694962fffff,55
89196949633ffff,10
89196949637ffff,40
8919694963bffff,0
8919694966bffff,0
8919694968fffff,0
891969496a3ffff,25
891969496a7ffff,45
891969496abffff,5
891969496afffff,40
891969496b3ffff,0
891969496b7ffff,0
891969496bbffff,0
891969496c3ffff,0
891969496cbffff,0
891969496cfffff,0
891969496d7ffff,0
89196949817ffff,0
8919694982bffff,0
89196949843ffff,0
89196949847ffff,0
8919694984fffff,10
89196949857ffff,0
89196949867ffff,0
8919694986bffff,0
891969498abffff,0
891969498b7ffff,0
891969498bbffff,0
891969498cfffff,0
89196949923ffff,85
89196949927ffff,75
8919694992bffff,30
8919694992fffff,80
89196949933ffff,0
89196949937ffff,70
8919694993bffff,5
89196949947ffff,0
89196949963ffff,15
89196949967ffff,70
8919694996bffff,30
8919694996fffff,60
