hex9,value
89196948d97ffff,0
89196948d9bffff,0
89196948da3ffff,5
89196948da7ffff,0
89196948dabffff,0
89196948db7ffff,0
89196948dc3ffff,0
89196948dc7ffff,0
89196948ddbffff,0
89196948e07ffff,0
89196948e0fffff,0
89196948e2bffff,0
89196948e2fffff,0
89196948e3bffff,0
89196948e47ffff,0
89196948e4fffff,0
89196948e73ffff,0
89196948e77ffff,0
89196948e7bffff,0
89196949003ffff,110
89196949007ffff,80
8919694900bffff,75
8919694900fffff,120
89196949013ffff,10
8919694901bffff,35
89196949023ffff,80
89196949027ffff,15
8919694902bffff,65
8919694902fffff,30
89196949033ffff,20
89196949037ffff,75
8919694903bffff,145
89196949043ffff,110
89196949047ffff,140
8919694904bffff,15
8919694904fffff,10
89196949053ffff,30
89196949057ffff,75
8919694905bffff,160
89196949063ffff,5
8919694906fffff,5
89196949073ffff,135
89196949077ffff,110
8919694907bffff,0
89196949083ffff,75
89196949087ffff,80
8919694908bffff,25
8919694908fffff,45
89196949093ffff,5
89196949097ffff,155
8919694909bffff,0
891969490a3ffff,105
891969490a7ffff,45
891969490abffff,80
891969490afffff,75
891969490b3ffff,70
891969490b7ffff,80
891969490bbffff,140
891969490c3ffff,65
891969490c7ffff,10
891969490cbffff,120
891969490cfffff,130
891969490d3ffff,150
891969490d7ffff,25
891969490dbffff,100
89196949113ffff,0
89196949143ffff,0
8919694914bffff,25
8919694914fffff,10
89196949153ffff,20
89196949157ffff,0
8919694915bffff,15
89196949187ffff,0
8919694918bffff,0
8919694919bffff,0
891969491a3ffff,0
891969491a7ffff,5
891969491b3ffff,0
891969491bbffff,10
891969491c3ffff,5
891969491c7ffff,0
891969491cbffff,5
891969491d3ffff,70
891969491d7ffff,15
891969491dbffff,65
89196949243ffff,70
89196949247ffff,0
8919694924bffff,100
8919694924fffff,0
89196949253ffff,65
89196949257ffff,0
8919694925bffff,130
8919694926bffff,0
8919694926fffff,0
8919694927bffff,0
89196949297ffff,10
891969492c3ffff,5
891969492cbffff,30
891969492cfffff,5
891969492d3ffff,0
891969492dbffff,0
89196949303ffff,35
89196949307ffff,95
