hex9,value
891969486c7ffff,590
891969486cbffff,340
891969486cfffff,520
891969486d3ffff,490
891969486d7ffff,590
891969486dbffff,120
89196948803ffff,80
89196948813ffff,550
89196948817ffff,710
89196948843ffff,100
8919694884bffff,40
89196948853ffff,100
8919694885bffff,400
89196948883ffff,0
89196948887ffff,560
8919694888fffff,650
891969488a3ffff,520
891969488a7ffff,150
891969488afffff,180
891969488b3ffff,540
891969488b7ffff,380
891969488bbffff,960
891969488c7ffff,200
891969488cfffff,190
89196948907ffff,90
8919694890bffff,0
89196948947ffff,0
8919694894fffff,100
8919694898fffff,0
891969489a3ffff,0
891969489b7ffff,0
89196948a27ffff,0
89196948a2fffff,340
89196948a43ffff,0
89196948a4fffff,0
89196948a53ffff,100
89196948a87ffff,0
89196948ab3ffff,100
89196948b13ffff,0
89196948b43ffff,700
89196948b4bffff,420
89196948b53ffff,260
89196948b57ffff,0
89196948b5bffff,700
89196948b6bffff,90
89196948b6fffff,260
89196948b87ffff,0
89196948bb3ffff,0
89196948bc7ffff,0
89196948bcbffff,60
89196948bcfffff,340
89196948c0fffff,0
89196948c13ffff,0
89196948c1bffff,90
89196948c8fffff,0
89196948d0fffff,0
89196948d23ffff,0
89196948d27ffff,0
89196948d3bffff,0
89196948d43ffff,450
89196948d47ffff,520
89196948d4bffff,440
89196948d4fffff,630
89196948d73ffff,390
89196948d7bffff,190
89196948d83ffff,0
89196948d87ffff,0
89196948d97ffff,0
89196948d9bffff,0
89196948da3ffff,100
89196948da7ffff,0
89196948dabffff,0
89196948db7ffff,100
89196948dc3ffff,100
89196948dc7ffff,0
89196948ddbffff,0
89196948e07ffff,0
89196948e0fffff,0
89196948e2bffff,0
89196948e2fffff,0
89196948e3bffff,0
89196948e47ffff,0
89196948e4fffff,100
89196948e73ffff,0
89196948e77ffff,0
89196948e7bffff,100
89196949003ffff,560
89196949007ffff,470
8919694900bffff,540
8919694900fffff,640
89196949013ffff,90
8919694901bffff,280
89196949023ffff,730
89196949027ffff,320
8919694902bffff,470
8919694902fffff,440
89196949033ffff,500
89196949037ffff,620
8919694903bffff,590
89196949043ffff,710
89196949047ffff,640
8919694904bffff,150
8919694904fffff,170
89196949053ffff,240
89196949057ffff,470
8919694905bffff,700
89196949063ffff,80
8919694906fffff,320
89196949073ffff,640
89196949077ffff,540
8919694907bffff,270
89196949083ffff,660
89196949087ffff,270
8919694908bffff,460
8919694908fffff,740
89196949093ffff,460
89196949097ffff,400
8919694909bffff,90
891969490a3ffff,490
891969490a7ffff,460
891969490abffff,630
891969490afffff,400
891969490b3ffff,520
891969490b7ffff,420
891969490bbffff,550
891969490c3ffff,830
891969490c7ffff,150
891969490cbffff,720
