hex9,value
8919694a88bffff,15
8919694a88fffff,10
8919694a893ffff,20
8919694a897ffff,95
8919694a8a3ffff,55
8919694a8a7ffff,490
8919694a8afffff,165
8919694a8b7ffff,235
8919694a8bbffff,0
8919694a8c7ffff,0
8919694a8cbffff,5
8919694a8cfffff,5
8919694a903ffff,360
8919694a907ffff,485
8919694a90bffff,330
8919694a90fffff,400
8919694a913ffff,345
8919694a917ffff,275
8919694a91bffff,305
8919694a923ffff,335
8919694a92bffff,80
8919694a933ffff,420
8919694a937ffff,75
8919694a93bffff,365
8919694a943ffff,335
8919694a947ffff,440
8919694a94bffff,300
8919694a94fffff,490
8919694a953ffff,135
8919694a957ffff,465
8919694a95bffff,5
8919694a963ffff,175
8919694a967ffff,300
8919694a96bffff,180
8919694a96fffff,155
8919694a973ffff,405
8919694a977ffff,190
8919694a97bffff,355
8919694a983ffff,395
8919694a987ffff,310
8919694a98bffff,180
8919694a98fffff,440
8919694a993ffff,255
8919694a997ffff,305
8919694a99bffff,255
8919694a9a3ffff,285
8919694a9a7ffff,255
8919694a9abffff,280
8919694a9afffff,200
8919694a9b3ffff,260
8919694a9b7ffff,480
8919694a9bbffff,200
8919694a9c3ffff,30
8919694a9c7ffff,350
8919694a9cbffff,5
8919694a9cfffff,275
8919694a9d3ffff,120
8919694a9d7ffff,145
8919694a9dbffff,225
8919694aa03ffff,290
8919694aa07ffff,85
8919694aa0bffff,270
8919694aa0fffff,260
8919694aa13ffff,385
8919694aa17ffff,310
8919694aa1bffff,305
8919694aa33ffff,0
8919694aa43ffff,10
8919694aa47ffff,280
8919694aa4fffff,95
8919694aa57ffff,40
8919694aa63ffff,260
8919694aa6bffff,165
8919694aa73ffff,335
8919694aa77ffff,10
8919694aa7bffff,370
8919694aa83ffff,35
8919694aa8bffff,20
8919694aa8fffff,135
8919694aa93ffff,10
8919694aa9bffff,25
8919694aaa3ffff,15
8919694aaa7ffff,0
8919694aaabffff,90
8919694aaafffff,20
8919694aab7ffff,0
8919694aac7ffff,140
8919694aacfffff,55
8919694aad7ffff,0
8919694ab0bffff,0
8919694ab87ffff,30
8919694abb3ffff,210
8919694abb7ffff,265
8919694ac03ffff,30
8919694ac07ffff,260
8919694ac13ffff,125
8919694ac17ffff,420
8919694ac1bffff,195
8919694ac23ffff,210
8919694ac27ffff,215
8919694ac2bffff,5
8919694ac2fffff,240
8919694ac33ffff,310
8919694ac37ffff,490
8919694ac3bffff,5
8919694ac53ffff,10
8919694ac8fffff,45
8919694aca3ffff,140
8919694aca7ffff,435
8919694acabffff,560
8919694acafffff,255
8919694acb3ffff,110
8919694acb7ffff,110
8919694acbbffff,300
8919694acc3ffff,10
8919694acc7ffff,0
8919694accbffff,20
8919694accfffff,20
8919694acdbffff,45
8919694ad03ffff,300
8919694ad07ffff,90
8919694ad0bffff,280
8919694ad0fffff,420
8919694ad13ffff,350
8919694ad17ffff,410
8919694ad1bffff,650
8919694ad23ffff,130
8919694ad27ffff,5
8919694ad2bffff,425
8919694ad2fffff,450
8919694ad3bffff,170
8919694ad43ffff,195
8919694ad47ffff,585
8919694ad4bffff,10
8919694ad4fffff,185
8919694ad53ffff,150
8919694ad57ffff,150
8919694ad5bffff,220
8919694ad63ffff,310
8919694ad67ffff,330
8919694ad6bffff,240
8919694ad6fffff,65
8919694ad73ffff,335
8919694ad77ffff,295
8919694ad7bffff,345
8919694ad83ffff,305
8919694ad87ffff,300
8919694ad8bffff,295
8919694ad8fffff,605
8919694ad93ffff,335
8919694ad97ffff,205
8919694ad9bffff,335
8919694ada3ffff,315
8919694adabffff,165
8919694adb3ffff,235
8919694adbbffff,745
8919694adc3ffff,355
8919694adc7ffff,275
8919694adcbffff,365
8919694adcfffff,140
8919694add3ffff,435
8919694add7ffff,225
8919694addbffff,310
8919694ae23ffff,0
8919694ae27ffff,5
8919694ae2fffff,0
8919694ae93ffff,5
8919694aedbffff,0
8919694b02bffff,0
8919694b03bffff,0
8919694b04bffff,0
8919694b063ffff,190
8919694b067ffff,375
8919694b06bffff,385
8919694b06fffff,380
8919694b097ffff,5
8919694b0b3ffff,0
8919694b103ffff,5
8919694b10bffff,230
8919694b10fffff,335
8919694b11bffff,5
8919694b127ffff,0
8919694b12bffff,25
8919694b12fffff,10
8919694b147ffff,225
8919694b14fffff,20
8919694b163ffff,335
8919694b167ffff,280
8919694b16bffff,395
8919694b16fffff,460
8919694b173ffff,355
8919694b177ffff,90
8919694b17bffff,285
8919694b193ffff,5
8919694b1c7ffff,0
8919694b1d3ffff,5
8919694b203ffff,45
8919694b207ffff,30
8919694b20bffff,10
8919694b20fffff,50
8919694b213ffff,5
8919694b217ffff,0
8919694b21bffff,120
